출발구,도착구,전입자수
송파구,강서구,459
은평구,관악구,458
동대문구,노원구,455
송파구,영등포구,449
강남구,강서구,448
강북구,노원구,448
구로구,양천구,445
강남구,마포구,442
관악구,동대문구,442
송파구,마포구,438
동작구,마포구,436
광진구,강남구,431
강남구,용산구,430
노원구,동대문구,430
마포구,강남구,429
관악구,서대문구,428
노원구,관악구,424
동작구,용산구,423
송파구,성동구,419
성동구,강남구,414
성동구,관악구,412
성북구,중랑구,412
관악구,중랑구,412
강서구,동작구,410
서초구,영등포구,410
성북구,마포구,409
성북구,도봉구,408
도봉구,성북구,405
강서구,은평구,405
강동구,관악구,404
송파구,동작구,399
관악구,성동구,397
양천구,관악구,396
성동구,송파구,395
강서구,송파구,394
영등포구,송파구,394
동대문구,강동구,387
마포구,송파구,386
성동구,중랑구,386
광진구,노원구,384
서초구,용산구,383
금천구,강서구,377
동대문구,송파구,374
용산구,관악구,372
금천구,영등포구,371
구로구,동작구,371
성동구,중구,371
광진구,동작구,366
성북구,강서구,366
영등포구,강남구,365
성북구,종로구,364
중랑구,관악구,363
송파구,중랑구,363
마포구,동작구,362
송파구,동대문구,361
동대문구,영등포구,360
노원구,광진구,359
용산구,영등포구,359
광진구,강서구,358
강서구,강남구,355
강남구,동대문구,353
중랑구,강동구,351
성동구,성북구,350
서초구,마포구,349
동대문구,강서구,348
용산구,강남구,347
성북구,광진구,346
중랑구,성북구,345
성북구,영등포구,343
동작구,광진구,342
광진구,마포구,340
마포구,성북구,338
성북구,은평구,338
용산구,동작구,338
성북구,송파구,337
동대문구,마포구,336
관악구,노원구,334
마포구,양천구,334
서초구,성동구,329
광진구,영등포구,328
송파구,노원구,325
노원구,송파구,322
서초구,강서구,321
영등포구,용산구,321
강동구,중랑구,317
마포구,서초구,316
성동구,강동구,314
송파구,성북구,309
성북구,강남구,308
동대문구,강남구,308
강서구,금천구,305
성북구,용산구,304
동작구,강동구,304
중구,성동구,303
강남구,중랑구,303
성북구,성동구,303
강남구,성북구,303
영등포구,서대문구,301
강동구,강남구,301
마포구,광진구,301
마포구,구로구,300
은평구,영등포구,298
송파구,용산구,296
양천구,마포구,295
영등포구,은평구,294
구로구,마포구,293
서초구,광진구,290
강북구,관악구,287
노원구,강동구,286
강북구,동대문구,285
성동구,마포구,285
광진구,성북구,285
서대문구,송파구,283
강동구,동대문구,283
동작구,양천구,283
중랑구,송파구,281
서대문구,용산구,279
성동구,영등포구,277
강남구,서대문구,274
강남구,중구,273
서대문구,강남구,273
노원구,강서구,271
용산구,서대문구,270
강동구,강서구,268
강서구,서대문구,268
동대문구,강북구,267
종로구,서대문구,266
관악구,강북구,266
강서구,강동구,266
마포구,성동구,266
종로구,마포구,264
성북구,강동구,264
용산구,서초구,263
동대문구,동작구,263
영등포구,서초구,263
성동구,강서구,261
용산구,강서구,259
성북구,서대문구,259
중구,동대문구,258
광진구,서초구,257
강북구,중랑구,257
도봉구,중랑구,257
동작구,서대문구,256
종로구,관악구,255
성동구,서초구,253
동작구,성북구,250
송파구,서대문구,250
종로구,동대문구,250
강서구,서초구,250
용산구,성동구,250
성북구,동작구,247
강서구,광진구,246
노원구,마포구,246
동대문구,중구,244
도봉구,관악구,244
서초구,강동구,243
성북구,중구,242
서대문구,성북구,242
성동구,용산구,241
중구,마포구,239
노원구,영등포구,237
용산구,송파구,237
동작구,노원구,236
금천구,동작구,236
양천구,동작구,235
동작구,은평구,234
동대문구,은평구,232
동작구,중랑구,232
마포구,동대문구,232
은평구,송파구,232
동작구,성동구,232
관악구,중구,230
관악구,종로구,229
마포구,노원구,228
강동구,마포구,228
서대문구,동작구,228
강서구,동대문구,228
강남구,노원구,227
중랑구,강남구,226
동대문구,도봉구,226
중구,성북구,224
동대문구,서초구,224
광진구,은평구,222
송파구,양천구,222
구로구,송파구,221
마포구,중구,221
성동구,동작구,220
종로구,은평구,220
강서구,용산구,220
동작구,동대문구,219
강남구,은평구,219
강동구,성동구,218
은평구,강남구,217
강동구,노원구,216
은평구,동작구,216
영등포구,강동구,215
서대문구,서초구,215
서대문구,종로구,215
강남구,종로구,213
마포구,강동구,212
영등포구,광진구,212
노원구,동작구,211
용산구,성북구,211
서초구,서대문구,210
중랑구,강서구,208
중랑구,강북구,208
영등포구,성동구,208
영등포구,동대문구,208
강서구,성북구,207
서대문구,구로구,207
동대문구,용산구,206
서대문구,동대문구,205
중랑구,성동구,205
중랑구,도봉구,204
노원구,강남구,204
성동구,노원구,204
용산구,은평구,204
영등포구,노원구,203
강동구,영등포구,202
도봉구,동대문구,202
은평구,성북구,202
종로구,영등포구,202
서초구,동대문구,201
강북구,은평구,201
광진구,용산구,200
구로구,강남구,199
강남구,구로구,199
영등포구,성북구,199
강북구,강서구,198
은평구,용산구,197
은평구,동대문구,197
송파구,구로구,196
송파구,은평구,196
강북구,광진구,195
동대문구,서대문구,195
강동구,동작구,195
양천구,서대문구,195
은평구,구로구,195
성동구,은평구,194
양천구,송파구,194
관악구,도봉구,193
중구,용산구,193
용산구,중구,192
서초구,성북구,192
종로구,용산구,191
강서구,노원구,191
성북구,서초구,190
성북구,구로구,189
은평구,광진구,189
종로구,중구,189
노원구,성동구,188
강남구,양천구,187
종로구,강남구,186
강서구,중랑구,185
중랑구,마포구,185
중구,종로구,184
구로구,은평구,184
서대문구,광진구,183
마포구,금천구,180
중랑구,동작구,179
서대문구,양천구,178
광진구,서대문구,177
강남구,금천구,177
송파구,중구,175
양천구,은평구,175
광진구,강북구,175
강서구,성동구,175
중구,관악구,175
양천구,강남구,174
광진구,중구,174
마포구,종로구,174
송파구,종로구,174
중랑구,영등포구,173
노원구,은평구,173
금천구,송파구,171
중구,강남구,170
은평구,강동구,170
양천구,금천구,170
중구,영등포구,169
서대문구,성동구,169
강북구,송파구,168
동대문구,구로구,168
도봉구,송파구,168
서대문구,노원구,168
은평구,양천구,167
서초구,중구,167
서초구,은평구,167
도봉구,강서구,165
동대문구,종로구,165
강북구,마포구,165
금천구,양천구,165
서초구,노원구,165
서초구,구로구,164
종로구,송파구,162
강동구,서초구,162
노원구,서대문구,162
서초구,양천구,162
서대문구,강동구,161
용산구,동대문구,161
송파구,금천구,161
성동구,서대문구,160
중구,광진구,159
성동구,강북구,158
강동구,성북구,157
마포구,중랑구,157
종로구,강북구,156
동작구,종로구,156
은평구,금천구,156
중구,송파구,154
서초구,중랑구,154
용산구,구로구,153
용산구,종로구,152
구로구,서초구,152
양천구,서초구,152
광진구,구로구,151
은평구,노원구,151
종로구,성동구,147
중구,강서구,146
노원구,용산구,146
광진구,금천구,146
강북구,영등포구,145
용산구,광진구,145
구로구,광진구,144
동대문구,금천구,144
성북구,금천구,144
노원구,서초구,144
구로구,강동구,143
종로구,동작구,143
동대문구,양천구,142
중구,은평구,142
중랑구,은평구,141
구로구,성북구,141
구로구,동대문구,140
은평구,종로구,140
강북구,동작구,139
성동구,종로구,139
광진구,도봉구,139
양천구,성북구,139
구로구,용산구,138
종로구,강서구,138
동작구,강북구,138
서대문구,중구,137
중구,서대문구,137
서대문구,금천구,137
구로구,서대문구,136
용산구,양천구,136
용산구,강동구,136
성동구,구로구,136
금천구,강남구,136
금천구,마포구,136
양천구,동대문구,135
강동구,구로구,135
은평구,서초구,135
영등포구,중랑구,134
은평구,성동구,134
도봉구,광진구,134
강동구,은평구,133
강북구,종로구,132
강북구,성동구,132
양천구,광진구,132
도봉구,강동구,130
은평구,중랑구,129
은평구,강북구,129
동작구,중구,128
강북구,강동구,127
도봉구,마포구,127
중구,동작구,126
강동구,서대문구,126
구로구,노원구,125
양천구,용산구,125
강북구,서대문구,125
서초구,종로구,125
종로구,광진구,124
노원구,구로구,124
광진구,양천구,124
성북구,양천구,124
도봉구,강남구,123
은평구,중구,123
서초구,금천구,122
마포구,강북구,121
양천구,강동구,121
강북구,강남구,121
도봉구,동작구,121
구로구,중랑구,120
도봉구,영등포구,120
종로구,서초구,120
강북구,용산구,119
노원구,금천구,118
영등포구,중구,117
영등포구,종로구,117
광진구,종로구,116
송파구,도봉구,114
중랑구,구로구,114
중구,강동구,114
중구,강북구,113
용산구,중랑구,111
종로구,노원구,110
강서구,강북구,110
강서구,중구,109
중구,서초구,109
중랑구,서초구,108
금천구,광진구,108
동작구,도봉구,107
마포구,도봉구,106
용산구,금천구,106
중구,노원구,106
성동구,양천구,105
중랑구,금천구,105
강서구,도봉구,104
서대문구,강북구,104
금천구,강동구,103
은평구,도봉구,103
강북구,구로구,103
강동구,도봉구,102
강동구,용산구,102
서대문구,중랑구,102
용산구,강북구,102
중랑구,용산구,100
중랑구,서대문구,100
송파구,강북구,99
강남구,강북구,99
도봉구,은평구,99
금천구,은평구,98
용산구,노원구,98
강동구,금천구,98
노원구,중구,98
도봉구,서대문구,97
노원구,양천구,97
양천구,성동구,96
노원구,종로구,96
성동구,도봉구,95
종로구,강동구,94
강동구,양천구,93
금천구,중랑구,92
양천구,노원구,90
도봉구,성동구,90
금천구,서초구,90
강북구,중구,90
강서구,종로구,89
강동구,강북구,89
구로구,성동구,88
강남구,도봉구,88
종로구,중랑구,88
금천구,서대문구,86
영등포구,강북구,85
도봉구,용산구,85
종로구,구로구,85
강북구,금천구,83
강동구,종로구,82
도봉구,구로구,82
용산구,도봉구,81
금천구,성북구,81
영등포구,도봉구,81
중구,구로구,80
중구,중랑구,80
금천구,용산구,80
양천구,중랑구,78
강북구,서초구,77
종로구,도봉구,76
성동구,금천구,76
중랑구,양천구,76
금천구,동대문구,75
서대문구,도봉구,74
중구,양천구,73
중구,도봉구,72
도봉구,중구,70
도봉구,종로구,70
양천구,종로구,68
서초구,도봉구,67
중랑구,종로구,67
구로구,강북구,66
중랑구,중구,66
종로구,양천구,66
금천구,노원구,66
강북구,양천구,65
금천구,성동구,63
도봉구,양천구,63
도봉구,서초구,62
양천구,중구,61
강동구,중구,60
서초구,강북구,57
종로구,금천구,56
구로구,중구,55
구로구,도봉구,54
도봉구,금천구,54
양천구,강북구,50
구로구,종로구,46
금천구,강북구,46
양천구,도봉구,45
중구,금천구,43
금천구,도봉구,42
금천구,중구,35
금천구,종로구,30
