출발구,도착구,전입자수
마포구,동대문구,615
구로구,마포구,615
송파구,은평구,614
중랑구,강남구,613
마포구,성동구,605
동작구,동대문구,602
양천구,송파구,601
성북구,강동구,600
성북구,중구,599
금천구,동작구,599
중구,성북구,598
동대문구,강북구,593
마포구,구로구,592
용산구,동대문구,589
강남구,노원구,587
중구,마포구,586
관악구,노원구,584
성북구,서초구,581
강남구,은평구,579
강동구,성동구,578
강동구,관악구,576
성북구,영등포구,576
강남구,중랑구,575
동대문구,강서구,574
은평구,양천구,572
양천구,서대문구,570
영등포구,강동구,567
동대문구,도봉구,563
강서구,동대문구,563
노원구,강서구,559
중랑구,성동구,555
중구,용산구,553
서초구,동대문구,551
광진구,마포구,550
광진구,동작구,549
강남구,종로구,549
노원구,은평구,547
광진구,성북구,546
동대문구,마포구,546
광진구,영등포구,544
서초구,서대문구,540
은평구,동대문구,540
노원구,관악구,536
성북구,용산구,535
성동구,노원구,534
은평구,종로구,533
종로구,중구,533
강서구,금천구,532
도봉구,중랑구,532
동작구,서대문구,530
용산구,강서구,530
동작구,성북구,529
서초구,성북구,528
성북구,동작구,528
강동구,강서구,525
구로구,송파구,523
강북구,중랑구,520
서대문구,성북구,520
중랑구,도봉구,520
강서구,용산구,520
동대문구,서초구,519
성동구,관악구,519
강동구,동작구,518
노원구,마포구,513
은평구,성북구,513
광진구,강서구,512
구로구,은평구,512
송파구,용산구,512
동대문구,은평구,511
서대문구,동대문구,506
마포구,성북구,506
중구,서초구,504
영등포구,성북구,502
마포구,광진구,502
강서구,노원구,500
동대문구,동작구,498
송파구,중구,497
성동구,서대문구,497
은평구,서초구,496
동대문구,중구,494
노원구,성동구,492
서초구,중구,488
금천구,양천구,488
서대문구,중구,485
성동구,동작구,484
영등포구,성동구,483
중랑구,관악구,483
강남구,양천구,482
성동구,영등포구,481
중구,종로구,481
서초구,은평구,481
광진구,은평구,480
마포구,종로구,477
강동구,영등포구,473
송파구,양천구,473
은평구,노원구,473
동작구,성동구,471
노원구,서초구,466
서대문구,동작구,465
중랑구,강북구,464
강동구,은평구,463
종로구,용산구,460
동대문구,서대문구,459
노원구,동작구,458
은평구,강동구,458
은평구,동작구,457
동대문구,종로구,452
송파구,구로구,451
동작구,노원구,449
중구,송파구,448
강북구,은평구,447
서대문구,성동구,445
구로구,서대문구,444
강서구,광진구,440
노원구,서대문구,437
용산구,종로구,436
서초구,노원구,436
마포구,강동구,435
종로구,서초구,428
성동구,은평구,427
영등포구,광진구,427
양천구,동대문구,427
노원구,영등포구,427
동작구,중랑구,424
강서구,성북구,423
은평구,용산구,422
중구,은평구,419
강서구,성동구,417
강북구,관악구,417
영등포구,노원구,412
중구,서대문구,412
중랑구,강서구,411
구로구,서초구,401
도봉구,강남구,399
강남구,구로구,398
도봉구,송파구,398
강서구,중랑구,398
중랑구,은평구,397
성동구,종로구,393
용산구,광진구,388
마포구,노원구,386
구로구,강동구,386
영등포구,중구,385
강동구,마포구,385
서초구,양천구,384
은평구,구로구,383
종로구,성동구,383
은평구,중랑구,382
강북구,송파구,379
서초구,구로구,378
광진구,중구,376
강동구,성북구,373
성동구,강서구,373
관악구,강북구,371
광진구,서대문구,369
은평구,중구,366
중랑구,동작구,366
강북구,강남구,364
금천구,송파구,363
성북구,구로구,363
종로구,강북구,362
은평구,성동구,360
용산구,강동구,359
성북구,양천구,359
구로구,동대문구,358
용산구,양천구,357
광진구,용산구,356
종로구,영등포구,356
서대문구,강동구,354
도봉구,은평구,352
은평구,광진구,351
강북구,광진구,350
관악구,중구,347
서대문구,구로구,346
동대문구,용산구,346
송파구,종로구,344
중구,광진구,343
금천구,강남구,342
양천구,강동구,339
용산구,구로구,338
강북구,강서구,336
관악구,도봉구,336
영등포구,중랑구,336
관악구,종로구,335
중구,영등포구,334
성동구,강북구,333
양천구,용산구,331
종로구,송파구,329
동대문구,구로구,328
종로구,관악구,326
서대문구,노원구,324
강북구,마포구,324
양천구,금천구,323
동작구,중구,322
도봉구,관악구,320
중랑구,영등포구,318
용산구,노원구,318
서대문구,광진구,315
동대문구,양천구,315
서초구,종로구,314
중랑구,서초구,314
강동구,서대문구,313
성동구,양천구,312
송파구,도봉구,311
노원구,중구,308
서초구,중랑구,305
도봉구,광진구,305
구로구,성북구,305
은평구,강북구,302
노원구,용산구,301
강북구,종로구,300
금천구,마포구,299
중랑구,마포구,299
양천구,광진구,297
강남구,도봉구,296
마포구,금천구,295
은평구,도봉구,294
영등포구,종로구,293
도봉구,강동구,293
광진구,강북구,292
광진구,도봉구,290
양천구,성북구,289
금천구,은평구,289
중구,동작구,288
종로구,강서구,288
마포구,중랑구,286
강북구,강동구,286
강동구,구로구,285
강동구,양천구,284
양천구,성동구,283
종로구,동작구,283
동작구,종로구,281
노원구,종로구,279
광진구,구로구,278
도봉구,강서구,277
중구,강동구,277
강북구,성동구,276
노원구,구로구,275
강동구,용산구,275
용산구,중랑구,271
구로구,광진구,271
구로구,노원구,271
강서구,도봉구,271
강서구,중구,270
구로구,용산구,270
도봉구,마포구,268
강서구,강북구,268
성동구,도봉구,268
광진구,양천구,267
도봉구,성동구,267
송파구,금천구,267
도봉구,서대문구,263
중구,관악구,258
강서구,종로구,258
중랑구,서대문구,257
강남구,강북구,255
금천구,서초구,253
도봉구,영등포구,252
강북구,중구,250
강남구,금천구,250
중구,노원구,249
강북구,영등포구,249
종로구,광진구,247
송파구,강북구,246
구로구,성동구,245
종로구,노원구,245
강북구,동작구,245
성동구,구로구,244
양천구,노원구,239
서초구,금천구,239
용산구,강북구,239
중구,중랑구,238
마포구,도봉구,238
구로구,중랑구,235
도봉구,동작구,235
마포구,강북구,234
강동구,도봉구,233
종로구,중랑구,229
은평구,금천구,224
강북구,서대문구,223
서대문구,중랑구,222
광진구,금천구,221
종로구,도봉구,221
금천구,강동구,221
용산구,도봉구,220
도봉구,서초구,216
동작구,강북구,215
강동구,강북구,213
중구,강서구,213
동작구,도봉구,213
서대문구,강북구,212
영등포구,도봉구,210
노원구,양천구,209
서대문구,금천구,209
용산구,금천구,206
강동구,중구,205
성북구,금천구,204
광진구,종로구,203
중구,강북구,200
중랑구,구로구,199
양천구,중랑구,199
금천구,동대문구,198
강북구,서초구,196
강북구,용산구,194
도봉구,종로구,192
금천구,서대문구,192
금천구,광진구,191
동대문구,금천구,190
금천구,중랑구,189
서초구,도봉구,185
중랑구,중구,184
서초구,강북구,183
영등포구,강북구,179
양천구,종로구,179
도봉구,구로구,178
금천구,노원구,176
노원구,금천구,173
강북구,양천구,173
강북구,구로구,173
강동구,종로구,173
중랑구,용산구,172
도봉구,중구,171
종로구,양천구,171
중랑구,종로구,170
중구,도봉구,169
강동구,금천구,166
중구,구로구,165
서대문구,도봉구,163
중랑구,양천구,162
종로구,강동구,162
구로구,중구,159
중랑구,금천구,159
종로구,구로구,155
금천구,성북구,153
도봉구,양천구,152
구로구,종로구,151
양천구,중구,150
금천구,용산구,149
양천구,강북구,149
성동구,금천구,147
도봉구,용산구,146
중구,양천구,143
구로구,도봉구,143
구로구,강북구,135
금천구,성동구,129
양천구,도봉구,129
강북구,금천구,126
금천구,도봉구,106
도봉구,금천구,105
금천구,강북구,103
금천구,중구,94
종로구,금천구,87
중구,금천구,86
금천구,종로구,61
