출발구,도착구,전입자수
강동구,서초구,613
강서구,성북구,613
광진구,강서구,610
강서구,금천구,609
강남구,양천구,607
중랑구,강남구,606
강서구,노원구,603
광진구,마포구,601
구로구,송파구,600
마포구,종로구,597
강남구,구로구,594
광진구,동작구,594
노원구,서대문구,589
동작구,성북구,585
성북구,동작구,584
은평구,동작구,583
은평구,용산구,583
동대문구,강서구,580
서초구,종로구,576
마포구,광진구,573
양천구,용산구,570
용산구,강동구,567
동작구,성동구,564
종로구,중구,563
동작구,노원구,562
노원구,강서구,558
광진구,은평구,558
강동구,강서구,557
서초구,동대문구,555
노원구,동작구,551
강북구,강동구,551
중랑구,관악구,549
종로구,서초구,544
성동구,동작구,543
중구,은평구,537
성동구,강북구,535
서초구,구로구,535
서대문구,동작구,526
영등포구,동대문구,525
동작구,동대문구,525
영등포구,성북구,524
구로구,서초구,521
강북구,관악구,521
종로구,강북구,519
은평구,서초구,518
중구,서초구,514
양천구,금천구,514
마포구,노원구,513
도봉구,송파구,513
은평구,구로구,512
송파구,구로구,511
동대문구,동작구,510
성북구,양천구,508
중랑구,은평구,508
서대문구,성동구,505
동작구,중랑구,502
동대문구,중구,500
은평구,노원구,498
성동구,강서구,497
노원구,서초구,497
강동구,은평구,496
마포구,동대문구,492
은평구,동대문구,491
강서구,동대문구,490
용산구,종로구,488
서초구,노원구,488
영등포구,광진구,486
중구,송파구,486
서초구,중랑구,484
동대문구,서초구,484
용산구,동대문구,482
강동구,동작구,482
관악구,강북구,481
은평구,성동구,478
강동구,성북구,478
서대문구,동대문구,474
성동구,종로구,474
광진구,서대문구,470
영등포구,성동구,468
성북구,구로구,468
광진구,강북구,466
종로구,영등포구,465
용산구,양천구,462
강서구,중랑구,460
동대문구,용산구,459
서대문구,구로구,457
용산구,광진구,453
중구,강동구,452
강서구,성동구,452
중구,영등포구,452
중랑구,강서구,452
서대문구,중구,451
도봉구,광진구,449
종로구,성동구,448
강북구,송파구,442
은평구,강북구,435
도봉구,은평구,434
중랑구,영등포구,430
노원구,용산구,428
강북구,광진구,428
도봉구,관악구,428
광진구,용산구,426
강북구,강서구,423
강서구,광진구,419
구로구,용산구,418
송파구,중구,416
강북구,강남구,413
관악구,종로구,411
도봉구,강남구,411
송파구,종로구,409
광진구,도봉구,408
양천구,성북구,407
성동구,양천구,405
서대문구,광진구,404
도봉구,성동구,404
용산구,노원구,402
은평구,광진구,400
영등포구,노원구,398
강동구,마포구,392
서대문구,노원구,392
강북구,서대문구,391
성동구,도봉구,390
송파구,도봉구,385
마포구,중랑구,384
서대문구,강북구,383
중구,광진구,383
강북구,성동구,383
강북구,마포구,383
노원구,구로구,380
광진구,구로구,378
종로구,송파구,378
종로구,관악구,377
강동구,서대문구,372
은평구,중랑구,372
도봉구,서대문구,371
강북구,영등포구,371
관악구,도봉구,368
용산구,구로구,367
중구,관악구,367
동대문구,구로구,365
마포구,강북구,364
영등포구,중랑구,363
중랑구,동작구,360
양천구,성동구,356
송파구,강북구,356
종로구,노원구,353
마포구,금천구,350
영등포구,종로구,349
성동구,구로구,349
구로구,동대문구,348
강동구,양천구,346
은평구,중구,345
구로구,성북구,344
강동구,용산구,343
종로구,강서구,342
강서구,강북구,340
도봉구,영등포구,339
노원구,양천구,338
강북구,종로구,338
양천구,동대문구,337
중구,강북구,337
광진구,중구,336
관악구,중구,334
금천구,송파구,333
영등포구,중구,332
동작구,종로구,332
중랑구,마포구,332
광진구,양천구,331
강남구,강북구,328
중랑구,서초구,327
중구,노원구,325
송파구,금천구,323
종로구,강동구,322
도봉구,마포구,322
강남구,금천구,321
노원구,중구,320
동작구,중구,320
강서구,종로구,317
도봉구,강서구,315
강서구,도봉구,314
서대문구,중랑구,314
종로구,동작구,313
강동구,강북구,313
구로구,노원구,313
중랑구,서대문구,312
양천구,광진구,311
강북구,용산구,311
강남구,도봉구,311
강동구,구로구,310
강동구,도봉구,309
금천구,강남구,309
은평구,도봉구,307
강북구,동작구,307
동대문구,양천구,306
용산구,중랑구,304
금천구,마포구,303
서초구,금천구,302
용산구,강북구,302
종로구,도봉구,299
양천구,노원구,298
구로구,중랑구,294
강북구,구로구,294
구로구,광진구,285
중구,중랑구,283
구로구,성동구,282
금천구,강동구,281
도봉구,동작구,281
노원구,종로구,280
중랑구,양천구,280
강북구,서초구,279
은평구,금천구,274
종로구,광진구,274
동작구,도봉구,272
강서구,중구,272
동작구,강북구,270
도봉구,종로구,269
도봉구,용산구,267
양천구,종로구,265
마포구,도봉구,262
금천구,은평구,262
종로구,중랑구,261
서초구,강북구,257
중구,동작구,257
금천구,서초구,255
금천구,서대문구,254
용산구,도봉구,253
중랑구,용산구,249
광진구,금천구,249
중랑구,구로구,248
강북구,중구,246
중구,강서구,245
양천구,중구,245
종로구,양천구,244
영등포구,강북구,243
서대문구,금천구,242
강북구,양천구,240
구로구,강북구,239
도봉구,서초구,232
노원구,금천구,228
양천구,중랑구,227
광진구,종로구,224
서대문구,도봉구,222
중구,도봉구,221
중랑구,종로구,220
중랑구,중구,217
도봉구,양천구,216
종로구,구로구,214
서초구,도봉구,213
중구,양천구,212
구로구,도봉구,211
강동구,종로구,211
동대문구,금천구,208
양천구,강북구,204
성북구,금천구,201
도봉구,구로구,197
금천구,노원구,195
구로구,종로구,192
강동구,중구,186
중랑구,금천구,186
강동구,금천구,183
도봉구,중구,183
용산구,금천구,182
영등포구,도봉구,177
중구,구로구,169
금천구,광진구,167
양천구,도봉구,166
금천구,동대문구,162
금천구,중랑구,162
금천구,성북구,161
금천구,용산구,158
구로구,중구,157
성동구,금천구,154
강북구,금천구,146
금천구,성동구,119
도봉구,금천구,111
금천구,강북구,109
종로구,금천구,106
금천구,종로구,96
중구,금천구,95
금천구,도봉구,91
금천구,중구,68
