출발구,도착구,전입자수
금천구,노원구,87
강북구,중구,86
중랑구,중구,85
도봉구,구로구,85
강동구,도봉구,85
성동구,도봉구,84
중랑구,양천구,84
영등포구,강북구,84
양천구,중랑구,84
종로구,중랑구,83
금천구,서대문구,83
종로구,양천구,80
은평구,도봉구,80
금천구,성북구,80
강북구,금천구,80
구로구,도봉구,78
강동구,양천구,78
광진구,종로구,77
구로구,강북구,77
서초구,도봉구,74
성동구,금천구,73
도봉구,서초구,73
중랑구,종로구,73
영등포구,도봉구,73
강동구,중구,73
양천구,중구,73
용산구,금천구,72
금천구,동대문구,72
강북구,서초구,70
금천구,용산구,70
도봉구,종로구,70
서초구,강북구,69
용산구,도봉구,68
종로구,구로구,67
강동구,종로구,67
서대문구,도봉구,66
금천구,중랑구,65
강북구,양천구,65
양천구,강북구,60
구로구,종로구,60
중구,구로구,60
구로구,중구,59
중구,양천구,59
금천구,성동구,57
도봉구,금천구,57
도봉구,중구,57
도봉구,양천구,55
금천구,강북구,54
중구,금천구,53
양천구,도봉구,53
금천구,종로구,48
종로구,금천구,48
중구,도봉구,46
금천구,중구,37
금천구,도봉구,32
