출발구,도착구,전입자수
강동구,광진구,1199
동작구,강서구,1190
용산구,서초구,1189
강동구,강남구,1184
서초구,용산구,1184
동대문구,광진구,1181
성북구,도봉구,1175
성북구,종로구,1175
동대문구,노원구,1153
마포구,강남구,1127
관악구,마포구,1119
관악구,양천구,1113
성북구,중랑구,1099
마포구,관악구,1073
강남구,마포구,1073
노원구,동대문구,1064
마포구,양천구,1052
마포구,송파구,1036
은평구,강서구,1028
영등포구,강남구,1022
중구,성동구,1017
서초구,영등포구,1013
영등포구,송파구,1009
관악구,광진구,1009
강서구,송파구,1005
성동구,서초구,996
송파구,성동구,985
성북구,송파구,981
성동구,성북구,979
강남구,영등포구,978
마포구,서초구,970
관악구,은평구,969
광진구,관악구,962
동대문구,송파구,944
중랑구,성북구,936
성동구,중랑구,935
성동구,중구,932
서초구,성동구,919
송파구,영등포구,910
용산구,서대문구,909
영등포구,서대문구,897
영등포구,서초구,894
송파구,강서구,893
영등포구,금천구,889
서초구,마포구,884
동작구,양천구,883
강동구,중랑구,879
노원구,송파구,874
강서구,서대문구,874
중랑구,강동구,871
송파구,동대문구,869
종로구,은평구,867
서대문구,강서구,854
서대문구,종로구,853
송파구,중랑구,829
강남구,동대문구,827
용산구,영등포구,823
동작구,마포구,822
광진구,노원구,820
동대문구,강남구,819
금천구,영등포구,819
서대문구,영등포구,815
강남구,성북구,815
관악구,강동구,814
서대문구,관악구,814
은평구,관악구,813
강서구,동작구,813
노원구,강동구,810
성동구,강동구,809
영등포구,은평구,802
성북구,관악구,799
양천구,강남구,796
동대문구,강동구,789
송파구,성북구,789
송파구,마포구,788
송파구,동작구,786
동작구,용산구,785
강서구,강남구,785
노원구,강남구,783
강남구,강서구,777
관악구,성북구,774
양천구,마포구,772
성북구,강남구,770
관악구,중랑구,769
양천구,관악구,769
동작구,금천구,767
용산구,동작구,764
구로구,동작구,762
성동구,용산구,760
관악구,용산구,757
영등포구,용산구,754
서초구,광진구,751
양천구,송파구,749
마포구,동작구,745
노원구,광진구,736
동대문구,관악구,735
관악구,서대문구,734
양천구,은평구,729
서초구,강동구,725
용산구,성동구,724
용산구,송파구,718
중랑구,송파구,713
용산구,중구,712
성북구,성동구,708
송파구,노원구,705
마포구,구로구,704
은평구,송파구,704
강남구,서대문구,702
용산구,은평구,701
관악구,동대문구,698
강동구,동대문구,698
서대문구,강남구,697
성북구,은평구,696
성북구,마포구,695
은평구,성북구,684
성북구,서대문구,681
강서구,서초구,681
강남구,중구,678
동대문구,강북구,675
성북구,광진구,667
금천구,강서구,667
종로구,동대문구,667
중구,성북구,667
중구,강남구,663
양천구,서대문구,659
도봉구,중랑구,658
송파구,서대문구,655
강동구,관악구,653
송파구,용산구,652
동작구,광진구,651
금천구,동작구,650
서초구,서대문구,650
서대문구,송파구,650
용산구,관악구,649
용산구,강서구,647
강북구,중랑구,646
관악구,성동구,645
중구,용산구,644
강남구,중랑구,640
서초구,강서구,636
은평구,영등포구,635
노원구,관악구,634
양천구,동작구,631
광진구,성북구,631
동작구,서대문구,630
은평구,종로구,624
강동구,노원구,618
강남구,노원구,611
광진구,강서구,610
종로구,강남구,608
마포구,성북구,607
동작구,은평구,607
송파구,은평구,604
강북구,동대문구,596
성동구,관악구,595
중구,마포구,595
관악구,노원구,592
광진구,동작구,589
은평구,양천구,589
광진구,서초구,587
중랑구,도봉구,586
성동구,마포구,586
종로구,마포구,585
강서구,강동구,582
강남구,은평구,581
마포구,광진구,579
동작구,성북구,578
서대문구,성북구,577
성북구,강서구,575
동작구,강동구,572
동대문구,강서구,571
중구,동대문구,571
서대문구,용산구,569
용산구,성북구,562
동대문구,영등포구,553
마포구,성동구,553
강동구,강서구,549
강서구,성북구,548
강동구,성동구,546
성북구,용산구,545
은평구,강남구,544
구로구,송파구,542
영등포구,강동구,541
동대문구,도봉구,541
성북구,강동구,540
강남구,종로구,540
동대문구,종로구,539
구로구,마포구,539
중구,종로구,538
마포구,동대문구,537
서대문구,양천구,530
서대문구,서초구,530
중랑구,강북구,527
양천구,서초구,526
강서구,금천구,524
동작구,동대문구,522
동작구,중랑구,522
강동구,성북구,519
마포구,종로구,518
광진구,영등포구,516
강서구,용산구,515
종로구,용산구,514
도봉구,동대문구,513
성북구,영등포구,511
성동구,노원구,510
동대문구,마포구,510
노원구,은평구,508
광진구,마포구,508
성동구,서대문구,508
중랑구,성동구,505
동대문구,은평구,504
용산구,종로구,504
강동구,서초구,502
강남구,양천구,500
강남구,구로구,499
성동구,은평구,499
송파구,양천구,498
성북구,서초구,497
노원구,강서구,497
송파구,구로구,494
중랑구,강남구,493
종로구,중구,492
동작구,노원구,490
성북구,중구,490
은평구,용산구,490
서초구,성북구,489
동작구,성동구,489
성동구,영등포구,488
구로구,은평구,487
서초구,은평구,483
강서구,노원구,482
은평구,동대문구,481
강서구,동대문구,479
서초구,동대문구,479
성동구,강서구,476
영등포구,성북구,475
서초구,양천구,473
동대문구,서대문구,472
성북구,동작구,470
광진구,은평구,464
중랑구,관악구,463
강서구,중랑구,461
구로구,서대문구,458
마포구,중구,456
중구,서대문구,454
영등포구,동대문구,454
강북구,관악구,454
서대문구,동작구,452
동대문구,용산구,452
노원구,성동구,451
서대문구,구로구,450
노원구,마포구,448
동대문구,동작구,447
영등포구,광진구,445
중구,송파구,443
금천구,양천구,442
양천구,성북구,442
서초구,중구,439
강동구,영등포구,439
마포구,강동구,439
노원구,동작구,435
용산구,동대문구,435
중구,서초구,434
중랑구,강서구,430
광진구,용산구,430
도봉구,송파구,429
은평구,동작구,429
서초구,구로구,426
성동구,동작구,424
은평구,강동구,424
용산구,광진구,419
광진구,서대문구,419
강동구,동작구,416
구로구,강남구,415
관악구,강북구,413
종로구,서초구,413
은평구,구로구,410
종로구,송파구,410
노원구,영등포구,410
영등포구,성동구,409
강북구,송파구,407
노원구,서대문구,405
동대문구,중구,404
서대문구,성동구,403
용산구,구로구,403
중랑구,은평구,402
용산구,양천구,401
강동구,은평구,401
강서구,광진구,397
서대문구,동대문구,396
서초구,종로구,392
성동구,강북구,390
동대문구,서초구,389
양천구,용산구,387
은평구,서초구,387
구로구,서초구,386
광진구,강북구,385
서대문구,광진구,383
은평구,광진구,381
종로구,성동구,379
성북구,구로구,377
마포구,노원구,376
관악구,중구,376
종로구,강북구,375
은평구,노원구,374
강서구,성동구,371
노원구,서초구,371
영등포구,노원구,370
양천구,금천구,370
강북구,강서구,367
은평구,성동구,366
강북구,은평구,365
도봉구,관악구,363
송파구,중구,363
종로구,영등포구,363
강동구,마포구,362
서초구,노원구,360
은평구,중랑구,360
송파구,강북구,359
노원구,용산구,354
강북구,광진구,352
중구,관악구,351
은평구,강북구,349
양천구,동대문구,348
송파구,종로구,347
종로구,관악구,343
강동구,용산구,342
서대문구,중구,341
관악구,종로구,340
강서구,강북구,340
동대문구,구로구,339
강동구,서대문구,338
성동구,종로구,337
관악구,도봉구,335
서대문구,강동구,334
성북구,양천구,327
강북구,마포구,327
중랑구,마포구,325
금천구,송파구,324
영등포구,중랑구,324
강북구,강동구,324
마포구,강북구,321
용산구,노원구,320
노원구,구로구,320
광진구,구로구,319
서초구,중랑구,319
마포구,중랑구,319
강동구,구로구,318
송파구,도봉구,318
용산구,강동구,314
도봉구,강서구,312
중구,광진구,311
종로구,노원구,306
동대문구,양천구,306
용산구,중랑구,304
강남구,도봉구,303
중랑구,서대문구,303
중랑구,동작구,302
강북구,강남구,299
구로구,동대문구,298
서대문구,노원구,297
은평구,중구,297
도봉구,강동구,296
양천구,강동구,295
중구,은평구,294
구로구,강동구,294
도봉구,은평구,293
광진구,중구,293
중랑구,영등포구,292
구로구,노원구,291
성동구,양천구,290
서대문구,중랑구,289
구로구,성북구,288
송파구,금천구,286
금천구,마포구,285
양천구,광진구,282
강북구,성동구,282
양천구,노원구,280
영등포구,종로구,280
구로구,용산구,280
성동구,구로구,280
동작구,강북구,279
강북구,서대문구,278
중랑구,구로구,277
도봉구,광진구,277
중구,중랑구,276
금천구,강남구,275
종로구,강서구,273
도봉구,강남구,271
성동구,도봉구,271
강동구,도봉구,269
중구,영등포구,269
광진구,양천구,269
노원구,양천구,269
종로구,도봉구,268
강남구,강북구,268
도봉구,마포구,267
강남구,금천구,267
동작구,중구,267
중구,동작구,266
양천구,성동구,265
광진구,도봉구,263
마포구,금천구,259
종로구,동작구,259
중랑구,서초구,258
동작구,도봉구,258
노원구,종로구,257
은평구,도봉구,257
강북구,종로구,256
은평구,금천구,256
중구,강북구,255
영등포구,중구,255
중구,강동구,252
강서구,종로구,246
종로구,광진구,245
동작구,종로구,243
강북구,영등포구,243
종로구,강동구,243
중구,강서구,242
강북구,용산구,241
도봉구,성동구,241
강동구,양천구,237
강서구,도봉구,235
영등포구,강북구,233
서초구,금천구,233
강서구,중구,232
도봉구,동작구,231
강북구,동작구,231
구로구,광진구,230
광진구,금천구,230
강동구,강북구,228
서대문구,강북구,228
금천구,은평구,228
광진구,종로구,227
구로구,중랑구,227
중구,노원구,226
영등포구,도봉구,226
중랑구,양천구,222
도봉구,서대문구,221
중랑구,용산구,220
도봉구,영등포구,220
금천구,강동구,220
양천구,종로구,219
금천구,서초구,219
노원구,중구,217
구로구,성동구,216
금천구,서대문구,215
양천구,중랑구,213
서대문구,도봉구,210
용산구,강북구,208
강동구,금천구,206
동대문구,금천구,206
마포구,도봉구,205
노원구,금천구,201
서초구,도봉구,195
중구,구로구,193
종로구,중랑구,191
금천구,중랑구,190
강북구,구로구,190
서초구,강북구,186
서대문구,금천구,186
중구,양천구,186
용산구,도봉구,185
강동구,중구,185
용산구,금천구,184
중랑구,중구,184
종로구,양천구,183
성북구,금천구,183
강동구,종로구,180
중랑구,금천구,179
금천구,동대문구,178
도봉구,종로구,177
강북구,서초구,176
성동구,금천구,169
중랑구,종로구,167
도봉구,용산구,166
양천구,강북구,166
중구,도봉구,166
구로구,강북구,165
강북구,중구,164
금천구,광진구,164
종로구,구로구,163
금천구,성북구,157
금천구,용산구,155
금천구,노원구,155
구로구,종로구,155
도봉구,서초구,154
구로구,중구,149
강북구,금천구,146
강북구,양천구,145
도봉구,양천구,143
양천구,중구,138
도봉구,구로구,134
구로구,도봉구,132
양천구,도봉구,127
금천구,성동구,118
도봉구,중구,118
도봉구,금천구,118
금천구,강북구,112
종로구,금천구,95
중구,금천구,93
금천구,도봉구,86
금천구,종로구,79
금천구,중구,73
