출발구,도착구,전입자수
중랑구,송파구,318
금천구,동작구,317
강북구,관악구,316
관악구,노원구,316
동작구,강동구,316
용산구,강남구,312
영등포구,용산구,312
성북구,은평구,312
성북구,영등포구,311
성북구,동작구,307
광진구,노원구,305
성북구,성동구,303
서초구,영등포구,303
중랑구,성북구,303
강서구,강동구,301
성동구,중랑구,300
광진구,마포구,297
성북구,강서구,297
성북구,광진구,296
성동구,중구,295
서초구,마포구,295
마포구,서초구,292
영등포구,서초구,291
중구,성동구,290
노원구,광진구,288
영등포구,서대문구,288
용산구,성동구,286
영등포구,강동구,285
마포구,성동구,285
강서구,서대문구,283
노원구,강동구,282
노원구,송파구,281
동대문구,마포구,279
마포구,양천구,279
강동구,중랑구,278
노원구,강남구,278
강남구,용산구,276
서대문구,송파구,275
동대문구,강서구,274
강남구,서대문구,273
마포구,강동구,273
도봉구,성북구,272
강서구,동대문구,269
동작구,동대문구,269
강서구,광진구,268
성북구,강동구,267
양천구,마포구,267
마포구,동대문구,265
송파구,중랑구,263
노원구,동작구,263
종로구,동대문구,261
동대문구,은평구,259
마포구,광진구,259
서초구,강서구,258
광진구,서초구,258
성동구,마포구,255
동대문구,동작구,254
마포구,구로구,254
송파구,성북구,254
구로구,송파구,254
노원구,강서구,253
동작구,은평구,252
영등포구,동대문구,248
성동구,영등포구,248
동대문구,강북구,248
동작구,중랑구,247
서대문구,성북구,247
도봉구,중랑구,247
마포구,성북구,247
서초구,성동구,246
성동구,서초구,243
서초구,광진구,243
관악구,종로구,242
관악구,강북구,241
마포구,중구,238
서대문구,동작구,238
강동구,강서구,238
강북구,중랑구,237
용산구,강서구,237
성동구,성북구,236
도봉구,관악구,236
노원구,마포구,236
서초구,용산구,235
영등포구,성동구,235
중랑구,강서구,235
은평구,송파구,234
강남구,중랑구,234
성북구,중구,234
광진구,성북구,233
중구,성북구,233
성북구,서초구,233
용산구,서대문구,233
동작구,성동구,233
강동구,성동구,233
용산구,중구,232
강서구,용산구,232
중랑구,강남구,231
영등포구,광진구,231
용산구,서초구,231
서대문구,용산구,230
동대문구,도봉구,229
서초구,강동구,229
동작구,성북구,228
종로구,서대문구,228
동작구,양천구,228
용산구,성북구,227
강동구,동대문구,226
동대문구,서초구,226
영등포구,성북구,226
강서구,성북구,225
성북구,용산구,225
중구,마포구,225
중구,동대문구,221
송파구,노원구,219
송파구,서대문구,218
강서구,서초구,218
노원구,영등포구,218
동작구,서대문구,217
강서구,노원구,217
구로구,마포구,215
성동구,강서구,215
동대문구,중구,215
용산구,송파구,215
양천구,강남구,214
종로구,마포구,214
성북구,서대문구,214
은평구,동대문구,213
은평구,강남구,213
강남구,성북구,212
은평구,동작구,211
강서구,중랑구,211
강동구,동작구,210
강동구,영등포구,209
용산구,은평구,208
양천구,동작구,206
종로구,관악구,206
동작구,노원구,204
송파구,용산구,204
양천구,송파구,204
은평구,성북구,201
종로구,중구,201
관악구,중구,201
동대문구,종로구,201
서대문구,서초구,200
강북구,동대문구,199
중랑구,성동구,199
구로구,강남구,197
종로구,강남구,197
중랑구,동작구,197
서대문구,종로구,195
광진구,은평구,195
중구,용산구,195
서대문구,성동구,195
강동구,노원구,195
중랑구,도봉구,194
중랑구,강북구,193
노원구,성동구,193
성동구,동작구,193
강서구,성동구,193
양천구,은평구,191
광진구,구로구,191
중구,영등포구,190
중구,관악구,190
서초구,동대문구,190
종로구,영등포구,188
강북구,광진구,188
성북구,구로구,188
관악구,도봉구,188
중랑구,영등포구,188
동대문구,구로구,186
강남구,구로구,186
종로구,은평구,185
서대문구,광진구,184
서대문구,동대문구,184
구로구,은평구,184
금천구,송파구,182
서초구,성북구,180
성동구,용산구,180
서초구,서대문구,179
강동구,마포구,179
구로구,강동구,179
마포구,금천구,178
강남구,노원구,178
은평구,구로구,177
동대문구,서대문구,177
도봉구,동대문구,176
마포구,노원구,175
송파구,은평구,175
송파구,구로구,175
강북구,강서구,173
강남구,은평구,173
동대문구,용산구,173
은평구,광진구,170
은평구,금천구,169
금천구,강남구,169
서대문구,구로구,169
용산구,동대문구,169
용산구,광진구,169
금천구,마포구,168
영등포구,중구,168
은평구,강동구,167
노원구,은평구,167
강북구,영등포구,163
광진구,중구,163
중구,종로구,162
영등포구,노원구,161
강남구,중구,161
광진구,서대문구,160
성동구,서대문구,160
중랑구,마포구,160
강남구,양천구,159
은평구,중랑구,159
중랑구,은평구,158
서대문구,중구,157
서대문구,양천구,157
성동구,노원구,157
마포구,종로구,156
성북구,양천구,155
광진구,용산구,155
강남구,종로구,154
서대문구,강동구,154
종로구,송파구,153
강동구,성북구,152
마포구,중랑구,152
은평구,노원구,152
노원구,서대문구,151
중구,강남구,151
양천구,서초구,150
영등포구,중랑구,149
동대문구,양천구,149
구로구,광진구,149
종로구,강북구,149
서초구,중구,148
광진구,강북구,148
양천구,금천구,148
금천구,양천구,147
종로구,성동구,146
서초구,구로구,146
강북구,강남구,146
용산구,구로구,146
은평구,성동구,146
강북구,은평구,145
은평구,양천구,145
노원구,서초구,144
강북구,송파구,144
송파구,중구,144
중구,동작구,143
은평구,용산구,143
구로구,성북구,142
구로구,동대문구,142
용산구,종로구,142
강동구,서초구,140
강북구,동작구,139
종로구,강서구,139
서대문구,금천구,139
구로구,서대문구,138
금천구,강동구,138
강동구,구로구,138
송파구,양천구,137
성동구,은평구,137
중구,송파구,137
종로구,용산구,136
강북구,강동구,136
구로구,서초구,136
도봉구,광진구,136
양천구,광진구,136
양천구,동대문구,135
중구,광진구,135
서초구,중랑구,134
광진구,도봉구,134
강북구,마포구,133
중구,은평구,133
강서구,중구,132
도봉구,강서구,132
성동구,종로구,131
강남구,금천구,131
은평구,종로구,131
송파구,금천구,129
양천구,성북구,129
동작구,종로구,128
금천구,광진구,128
강동구,은평구,127
광진구,금천구,127
서대문구,중랑구,127
도봉구,영등포구,126
중구,서대문구,125
동대문구,금천구,125
서대문구,노원구,125
중랑구,구로구,125
금천구,은평구,125
양천구,노원구,124
중랑구,서초구,123
양천구,서대문구,123
강서구,도봉구,123
동작구,강북구,123
중구,강서구,122
은평구,강북구,122
구로구,중랑구,121
송파구,종로구,121
은평구,서초구,119
용산구,강동구,119
강북구,성동구,119
서초구,노원구,119
강동구,서대문구,118
종로구,동작구,118
도봉구,동작구,118
강북구,종로구,117
강서구,종로구,117
노원구,구로구,117
영등포구,종로구,117
금천구,중랑구,117
양천구,강동구,117
도봉구,송파구,115
동작구,중구,115
도봉구,성동구,115
서초구,양천구,115
중구,서초구,114
금천구,서초구,114
광진구,양천구,113
구로구,용산구,113
서초구,종로구,112
은평구,중구,112
도봉구,마포구,111
강서구,강북구,111
종로구,서초구,110
서초구,금천구,110
중랑구,금천구,109
성북구,금천구,108
양천구,성동구,106
강북구,서대문구,105
동작구,도봉구,105
도봉구,강남구,104
도봉구,강동구,103
용산구,양천구,103
노원구,종로구,102
종로구,광진구,102
용산구,중랑구,101
마포구,강북구,101
도봉구,은평구,101
서초구,은평구,101
양천구,용산구,101
강동구,금천구,100
중구,강동구,100
금천구,성북구,99
성동구,강북구,99
송파구,강북구,98
중랑구,서대문구,97
노원구,금천구,97
종로구,강동구,97
금천구,동대문구,97
용산구,강북구,96
영등포구,강북구,96
금천구,서대문구,95
구로구,노원구,95
구로구,성동구,95
송파구,도봉구,95
노원구,용산구,94
서대문구,강북구,94
중구,강북구,93
용산구,노원구,93
성동구,구로구,92
중구,중랑구,92
성동구,양천구,91
강북구,구로구,90
영등포구,도봉구,89
강북구,금천구,89
강북구,서초구,89
은평구,도봉구,88
노원구,양천구,87
금천구,용산구,85
강남구,도봉구,85
노원구,중구,85
광진구,종로구,84
강동구,용산구,84
강동구,도봉구,83
중구,노원구,83
성동구,금천구,83
마포구,도봉구,82
강동구,중구,81
종로구,중랑구,81
종로구,노원구,81
강북구,중구,80
강북구,용산구,78
구로구,도봉구,78
도봉구,서대문구,77
구로구,종로구,76
강남구,강북구,75
중랑구,중구,74
양천구,종로구,73
도봉구,용산구,73
강동구,양천구,73
중랑구,종로구,72
도봉구,구로구,72
종로구,도봉구,71
강동구,종로구,71
구로구,강북구,71
도봉구,서초구,70
용산구,금천구,70
강동구,강북구,68
구로구,중구,68
양천구,중랑구,68
종로구,구로구,67
중랑구,용산구,66
중랑구,양천구,65
금천구,노원구,65
성동구,도봉구,65
금천구,성동구,64
도봉구,금천구,64
서초구,도봉구,64
서대문구,도봉구,63
도봉구,종로구,62
강북구,양천구,61
종로구,양천구,61
중구,양천구,60
중구,구로구,59
양천구,중구,58
중구,도봉구,55
양천구,강북구,53
금천구,강북구,53
종로구,금천구,52
금천구,도봉구,50
양천구,도봉구,47
서초구,강북구,47
도봉구,중구,46
용산구,도봉구,46
도봉구,양천구,38
금천구,중구,37
금천구,종로구,36
중구,금천구,32
