출발구,도착구,전입자수
용산구,영등포구,1011
광진구,노원구,1000
동작구,용산구,1000
성북구,마포구,992
강동구,중랑구,992
강남구,동대문구,987
성북구,강남구,959
강서구,동작구,956
송파구,노원구,941
성북구,은평구,932
성북구,강동구,929
서대문구,영등포구,925
강서구,강동구,917
성북구,성동구,914
동대문구,강남구,892
금천구,영등포구,888
성북구,관악구,886
강남구,중랑구,886
노원구,강남구,877
광진구,관악구,872
용산구,중구,866
용산구,은평구,863
관악구,용산구,859
서대문구,강남구,858
송파구,성북구,856
양천구,서초구,849
영등포구,은평구,847
은평구,송파구,840
양천구,송파구,838
용산구,서대문구,838
관악구,성북구,837
성동구,용산구,836
영등포구,용산구,829
노원구,광진구,826
양천구,관악구,825
강남구,중구,823
서대문구,관악구,813
금천구,강서구,811
도봉구,중랑구,805
종로구,마포구,805
마포구,동작구,804
종로구,동대문구,803
동작구,강동구,801
광진구,성북구,798
마포구,성북구,796
강동구,동대문구,790
강서구,서초구,788
서초구,광진구,783
강남구,노원구,773
용산구,송파구,771
은평구,관악구,769
구로구,마포구,768
중랑구,도봉구,768
송파구,용산구,767
동대문구,강북구,758
성북구,강서구,755
서대문구,송파구,754
중구,성북구,753
동대문구,도봉구,752
은평구,영등포구,749
성북구,광진구,748
양천구,동작구,740
강서구,서대문구,738
용산구,관악구,738
영등포구,서대문구,738
강남구,서대문구,734
중구,강남구,733
구로구,송파구,732
용산구,강서구,725
성동구,노원구,725
광진구,서초구,724
중구,마포구,723
서대문구,양천구,722
관악구,서대문구,720
중랑구,강남구,720
중구,동대문구,719
용산구,성북구,718
중구,용산구,717
관악구,중랑구,716
마포구,구로구,715
서대문구,성북구,709
성북구,서대문구,707
강동구,노원구,703
은평구,강남구,700
서대문구,용산구,694
강동구,서초구,687
성동구,마포구,686
강북구,동대문구,682
송파구,양천구,680
성북구,서초구,679
성북구,영등포구,678
서초구,성북구,677
관악구,동대문구,677
동대문구,마포구,676
강남구,양천구,675
동대문구,관악구,669
서대문구,서초구,668
종로구,강남구,667
은평구,성북구,666
강북구,중랑구,666
은평구,종로구,666
동작구,은평구,665
금천구,동작구,663
양천구,은평구,659
마포구,강동구,659
송파구,은평구,656
광진구,강서구,655
강동구,강서구,654
중구,종로구,654
마포구,성동구,653
은평구,양천구,652
영등포구,강동구,652
성북구,용산구,650
관악구,노원구,650
강남구,종로구,650
강동구,관악구,648
강남구,은평구,647
동대문구,강서구,643
관악구,성동구,637
노원구,마포구,635
종로구,중구,631
동작구,광진구,629
서초구,양천구,627
강서구,금천구,627
마포구,중구,626
중랑구,강북구,625
성동구,관악구,623
도봉구,동대문구,622
은평구,강동구,619
성동구,은평구,619
강동구,성동구,618
노원구,성동구,616
서초구,서대문구,615
서초구,중구,613
강서구,성북구,610
노원구,관악구,607
광진구,마포구,605
광진구,동작구,605
동작구,서대문구,595
강서구,용산구,593
양천구,서대문구,588
동대문구,영등포구,588
송파구,서대문구,587
은평구,용산구,586
용산구,종로구,586
서초구,은평구,585
동대문구,중구,582
성동구,동작구,581
성북구,중구,576
노원구,강서구,573
성북구,동작구,572
종로구,용산구,570
성동구,영등포구,569
노원구,은평구,569
서초구,종로구,563
동작구,노원구,562
영등포구,성북구,561
중구,송파구,559
구로구,강남구,558
동대문구,은평구,558
동작구,중랑구,557
노원구,영등포구,556
성동구,강서구,552
광진구,영등포구,552
서초구,구로구,551
중랑구,관악구,549
동작구,성북구,548
강남구,구로구,546
마포구,광진구,541
중랑구,성동구,541
구로구,강동구,537
동대문구,종로구,535
금천구,양천구,534
강북구,송파구,531
도봉구,송파구,531
노원구,동작구,530
서대문구,동작구,529
강동구,성북구,526
동대문구,서초구,525
구로구,서초구,522
서초구,동대문구,522
동작구,성동구,521
마포구,동대문구,517
강북구,은평구,512
강서구,노원구,512
구로구,은평구,508
마포구,종로구,507
양천구,강동구,506
동작구,동대문구,504
은평구,동작구,501
마포구,노원구,501
강동구,마포구,500
은평구,동대문구,498
강동구,동작구,492
강서구,동대문구,489
서대문구,강동구,488
용산구,동대문구,488
광진구,은평구,486
송파구,중구,486
중구,서초구,485
양천구,금천구,485
은평구,구로구,483
중구,은평구,481
송파구,구로구,480
관악구,강북구,480
종로구,송파구,479
성동구,서대문구,472
광진구,도봉구,472
중랑구,강서구,471
용산구,강동구,470
강서구,광진구,470
서초구,노원구,463
용산구,양천구,461
은평구,노원구,461
강북구,관악구,460
동대문구,동작구,460
영등포구,성동구,460
영등포구,동대문구,460
도봉구,강동구,458
강서구,중랑구,457
성동구,강북구,456
강북구,강동구,455
노원구,서초구,454
광진구,용산구,452
성동구,종로구,450
송파구,종로구,448
중구,서대문구,447
은평구,서초구,446
서대문구,구로구,446
종로구,성동구,444
종로구,서초구,442
동대문구,용산구,441
강동구,영등포구,438
은평구,광진구,437
양천구,용산구,436
영등포구,광진구,433
서대문구,성동구,430
서초구,중랑구,428
강북구,강서구,428
종로구,강북구,424
영등포구,노원구,421
광진구,강북구,419
서대문구,동대문구,418
노원구,용산구,417
서대문구,중구,414
금천구,송파구,413
강서구,성동구,412
강동구,은평구,408
용산구,구로구,407
강북구,마포구,404
동대문구,서대문구,404
중구,강동구,401
도봉구,강서구,400
노원구,서대문구,399
마포구,금천구,399
용산구,광진구,398
서대문구,노원구,396
성북구,양천구,396
관악구,종로구,394
용산구,중랑구,394
중랑구,마포구,392
중랑구,동작구,391
은평구,강북구,391
양천구,성북구,389
중랑구,은평구,388
종로구,영등포구,388
관악구,도봉구,384
송파구,도봉구,383
도봉구,관악구,382
구로구,성북구,381
영등포구,종로구,381
성동구,양천구,380
종로구,관악구,377
은평구,중랑구,374
강북구,광진구,374
강남구,금천구,373
도봉구,광진구,373
은평구,성동구,372
중구,광진구,368
중구,강북구,366
종로구,노원구,365
성북구,구로구,364
강북구,성동구,361
관악구,중구,360
송파구,금천구,357
마포구,강북구,356
강북구,종로구,356
광진구,중구,355
서초구,금천구,354
동대문구,구로구,353
마포구,중랑구,353
강동구,도봉구,353
중구,영등포구,353
도봉구,마포구,352
송파구,강북구,352
구로구,서대문구,351
강북구,강남구,351
종로구,강서구,349
성동구,도봉구,347
광진구,서대문구,341
중구,관악구,340
도봉구,강남구,335
구로구,노원구,334
용산구,강북구,334
중랑구,서초구,330
동작구,종로구,330
구로구,용산구,328
노원구,종로구,328
강동구,용산구,328
중랑구,영등포구,328
은평구,중구,327
강동구,서대문구,326
용산구,노원구,326
광진구,양천구,326
동대문구,양천구,326
강동구,양천구,325
서대문구,광진구,325
도봉구,은평구,325
양천구,동대문구,321
강동구,구로구,321
동작구,강북구,319
종로구,동작구,314
영등포구,중구,313
노원구,구로구,312
금천구,마포구,311
동작구,중구,309
도봉구,성동구,309
성동구,구로구,309
양천구,성동구,308
금천구,강남구,308
중구,강서구,307
종로구,광진구,304
구로구,광진구,304
노원구,양천구,304
강남구,도봉구,304
영등포구,중랑구,304
강남구,강북구,303
강서구,강북구,302
서대문구,강북구,300
노원구,중구,297
마포구,도봉구,296
종로구,강동구,295
은평구,도봉구,294
강서구,종로구,291
강북구,영등포구,291
도봉구,서대문구,290
광진구,구로구,289
양천구,노원구,286
강북구,서대문구,285
중구,동작구,283
중구,노원구,283
강서구,도봉구,282
서대문구,중랑구,282
중구,도봉구,281
구로구,동대문구,280
종로구,중랑구,279
용산구,도봉구,273
강북구,동작구,271
은평구,금천구,269
중랑구,서대문구,268
금천구,서초구,268
중구,중랑구,267
서대문구,금천구,266
용산구,금천구,263
양천구,광진구,263
도봉구,동작구,262
동작구,도봉구,261
강북구,용산구,260
도봉구,영등포구,259
중랑구,구로구,259
금천구,강동구,258
종로구,도봉구,258
구로구,중랑구,254
강서구,중구,252
동대문구,금천구,252
중랑구,양천구,251
광진구,종로구,251
강동구,강북구,250
도봉구,용산구,247
광진구,금천구,246
강동구,종로구,243
강북구,양천구,243
중랑구,용산구,242
성북구,금천구,239
금천구,은평구,237
강북구,중구,235
도봉구,서초구,234
서초구,강북구,230
중랑구,금천구,227
종로구,양천구,225
중랑구,종로구,222
양천구,중랑구,221
영등포구,강북구,221
강북구,서초구,220
구로구,성동구,214
노원구,금천구,213
강북구,구로구,211
서초구,도봉구,207
영등포구,도봉구,207
중구,양천구,207
도봉구,종로구,207
서대문구,도봉구,206
종로구,구로구,205
강동구,금천구,204
양천구,종로구,204
금천구,서대문구,203
도봉구,구로구,203
강동구,중구,197
금천구,광진구,196
구로구,강북구,194
도봉구,중구,192
중랑구,중구,189
중구,구로구,187
양천구,중구,182
금천구,성북구,180
금천구,중랑구,179
금천구,용산구,179
구로구,도봉구,171
도봉구,양천구,168
양천구,도봉구,167
금천구,노원구,166
구로구,종로구,166
성동구,금천구,163
금천구,동대문구,162
양천구,강북구,159
강북구,금천구,156
금천구,성동구,153
도봉구,금천구,129
구로구,중구,120
종로구,금천구,100
금천구,강북구,96
중구,금천구,94
금천구,도봉구,91
금천구,중구,74
금천구,종로구,61
