출발구,도착구,전입자수
성북구,용산구,273
영등포구,서초구,272
동작구,은평구,271
중랑구,송파구,271
용산구,강남구,270
강남구,성북구,270
송파구,노원구,269
송파구,서대문구,268
중랑구,강동구,266
강남구,서대문구,263
강북구,중랑구,263
성동구,마포구,260
노원구,송파구,260
용산구,동작구,259
송파구,성북구,259
성북구,서대문구,257
성동구,성북구,257
양천구,마포구,256
성북구,은평구,255
중구,성동구,254
성북구,강남구,254
광진구,성북구,253
송파구,구로구,252
용산구,서대문구,251
동대문구,강동구,251
강동구,강남구,251
동대문구,동작구,250
서대문구,동작구,250
종로구,서대문구,249
서초구,강서구,249
동작구,양천구,247
성북구,성동구,247
서대문구,송파구,246
관악구,강북구,246
중구,성북구,245
도봉구,중랑구,245
성동구,영등포구,244
강동구,강서구,242
서초구,성동구,240
강남구,중랑구,239
동작구,노원구,239
동대문구,은평구,238
중랑구,강서구,237
도봉구,관악구,237
강서구,서초구,237
영등포구,광진구,235
강동구,동대문구,235
관악구,중구,235
종로구,동대문구,235
성동구,용산구,234
강서구,용산구,234
노원구,강서구,233
마포구,성동구,232
송파구,용산구,232
관악구,종로구,231
동대문구,종로구,230
동대문구,강북구,229
강서구,성북구,229
서대문구,용산구,228
용산구,서초구,228
종로구,관악구,227
동작구,동대문구,227
마포구,성북구,227
강서구,광진구,227
구로구,마포구,226
종로구,마포구,226
노원구,강남구,225
동작구,서대문구,225
성북구,중구,224
광진구,서초구,223
노원구,동작구,223
송파구,은평구,222
강서구,강동구,220
강서구,동대문구,220
동대문구,용산구,219
은평구,송파구,219
용산구,성동구,218
성동구,강서구,218
동작구,강동구,217
서대문구,종로구,217
동작구,성북구,214
중구,마포구,214
서대문구,구로구,214
성동구,서초구,213
강동구,영등포구,213
노원구,마포구,213
은평구,성북구,213
동작구,성동구,212
강서구,노원구,212
강남구,노원구,211
중구,관악구,210
중구,용산구,210
강서구,중랑구,210
성동구,강동구,210
노원구,강동구,210
광진구,은평구,209
서대문구,성북구,208
강동구,성동구,208
광진구,용산구,206
동대문구,도봉구,206
양천구,송파구,205
동대문구,서대문구,204
마포구,동대문구,202
동대문구,중구,202
구로구,송파구,202
강남구,중구,201
강동구,노원구,198
중랑구,도봉구,198
서초구,서대문구,198
성북구,강동구,197
영등포구,성동구,197
성북구,구로구,197
용산구,송파구,196
용산구,강서구,195
은평구,동작구,195
강북구,강서구,194
노원구,영등포구,194
강남구,은평구,193
서초구,동대문구,193
영등포구,강동구,192
중랑구,성동구,192
강북구,동대문구,192
서초구,강동구,191
성동구,노원구,190
양천구,동작구,189
영등포구,동대문구,188
종로구,영등포구,188
도봉구,동대문구,187
동대문구,구로구,187
영등포구,성북구,187
서대문구,서초구,186
은평구,동대문구,186
용산구,성북구,185
강동구,동작구,185
종로구,강남구,183
용산구,은평구,182
서대문구,양천구,181
강남구,구로구,180
강동구,마포구,180
관악구,도봉구,180
성북구,서초구,180
중구,강남구,179
중랑구,강남구,179
은평구,광진구,179
광진구,서대문구,179
마포구,강동구,178
양천구,서대문구,178
중구,동대문구,178
종로구,은평구,177
성동구,은평구,176
은평구,구로구,176
중랑구,강북구,176
서대문구,광진구,176
종로구,용산구,175
성동구,동작구,174
금천구,마포구,174
동대문구,서초구,173
영등포구,노원구,171
은평구,강남구,171
양천구,강남구,171
강북구,광진구,171
강남구,종로구,171
은평구,용산구,170
서초구,성북구,170
서대문구,성동구,169
마포구,중구,169
중랑구,동작구,169
강동구,성북구,168
서대문구,동대문구,168
강서구,성동구,168
영등포구,중랑구,165
마포구,종로구,165
중구,송파구,164
용산구,중구,164
노원구,성동구,163
노원구,은평구,162
서초구,구로구,161
도봉구,강서구,161
은평구,양천구,160
종로구,송파구,160
은평구,종로구,160
송파구,중구,158
구로구,은평구,158
은평구,중랑구,156
용산구,동대문구,156
중랑구,마포구,156
중랑구,은평구,156
강남구,양천구,155
구로구,강남구,155
금천구,송파구,155
광진구,구로구,154
마포구,금천구,153
양천구,성북구,153
중랑구,영등포구,152
용산구,광진구,151
성동구,서대문구,150
노원구,서대문구,150
중구,종로구,149
강북구,마포구,149
강북구,송파구,149
금천구,양천구,148
마포구,중랑구,148
강북구,영등포구,148
노원구,구로구,148
강동구,서초구,147
중랑구,구로구,145
은평구,노원구,145
구로구,서대문구,145
양천구,은평구,145
광진구,금천구,144
용산구,구로구,143
양천구,동대문구,142
광진구,중구,142
종로구,중구,142
강북구,은평구,141
구로구,서초구,141
광진구,강북구,141
은평구,금천구,141
성동구,구로구,141
강북구,성동구,141
중구,서대문구,140
강남구,금천구,140
송파구,양천구,139
종로구,성동구,139
서대문구,중랑구,139
강서구,강북구,138
강북구,동작구,138
종로구,강서구,138
양천구,금천구,137
종로구,강북구,135
노원구,용산구,135
마포구,노원구,135
강동구,구로구,133
중구,광진구,133
종로구,동작구,131
송파구,금천구,131
중구,영등포구,131
은평구,서초구,131
서대문구,중구,131
강동구,은평구,130
도봉구,광진구,129
양천구,노원구,128
송파구,강북구,128
중구,동작구,128
노원구,서초구,127
송파구,종로구,127
서초구,노원구,126
은평구,강동구,126
은평구,성동구,125
구로구,노원구,125
서초구,은평구,125
구로구,동대문구,123
서대문구,강동구,123
양천구,용산구,123
중구,강서구,123
구로구,광진구,123
강북구,서대문구,123
용산구,종로구,122
마포구,강북구,121
서초구,양천구,121
은평구,강북구,121
성북구,금천구,121
금천구,강남구,121
성동구,종로구,120
양천구,서초구,120
서대문구,노원구,120
서초구,종로구,119
강북구,강동구,119
동대문구,양천구,117
노원구,금천구,117
도봉구,마포구,117
동작구,강북구,117
종로구,서초구,116
금천구,은평구,116
서초구,중랑구,115
중랑구,서대문구,115
동대문구,금천구,115
강북구,종로구,115
송파구,도봉구,114
광진구,양천구,113
도봉구,송파구,113
구로구,중랑구,112
서초구,중구,111
서대문구,금천구,111
동작구,중구,111
영등포구,종로구,111
강동구,서대문구,111
은평구,중구,110
강동구,용산구,110
성동구,강북구,109
도봉구,성동구,108
구로구,성북구,108
구로구,용산구,108
중구,은평구,108
영등포구,중구,107
중랑구,금천구,107
구로구,강동구,107
용산구,중랑구,106
금천구,광진구,105
동작구,종로구,105
강서구,중구,105
도봉구,동작구,105
중구,서초구,105
용산구,양천구,104
광진구,종로구,103
구로구,성동구,102
용산구,노원구,102
성북구,양천구,101
도봉구,영등포구,100
양천구,광진구,100
종로구,광진구,99
강서구,도봉구,99
도봉구,강남구,98
금천구,중랑구,98
종로구,노원구,98
노원구,종로구,98
광진구,도봉구,98
강북구,용산구,98
금천구,강동구,97
강동구,금천구,97
도봉구,은평구,96
강서구,종로구,96
영등포구,도봉구,95
은평구,도봉구,95
강북구,구로구,94
서초구,금천구,94
중랑구,서초구,94
중구,중랑구,93
동작구,도봉구,93
양천구,성동구,92
성동구,도봉구,92
도봉구,강동구,91
강북구,강남구,91
금천구,동대문구,90
영등포구,강북구,90
금천구,서대문구,90
노원구,양천구,88
중랑구,용산구,88
강동구,강북구,86
구로구,강북구,86
중구,강북구,85
양천구,중랑구,85
용산구,금천구,84
강남구,도봉구,84
도봉구,구로구,84
종로구,도봉구,83
성동구,금천구,83
종로구,강동구,83
노원구,중구,81
서대문구,강북구,81
강남구,강북구,81
금천구,서초구,80
종로구,구로구,79
용산구,강동구,78
마포구,도봉구,78
강북구,금천구,78
양천구,강동구,77
금천구,용산구,77
중랑구,양천구,77
종로구,중랑구,76
중구,강동구,76
도봉구,금천구,75
금천구,노원구,75
중구,구로구,74
강동구,도봉구,73
양천구,강북구,72
금천구,성북구,72
강동구,중구,72
성동구,양천구,72
중구,노원구,71
금천구,성동구,70
중랑구,중구,69
도봉구,서대문구,69
구로구,중구,69
서대문구,도봉구,67
양천구,종로구,67
강동구,양천구,66
강북구,양천구,65
용산구,강북구,62
강동구,종로구,61
도봉구,양천구,60
용산구,도봉구,60
도봉구,종로구,60
강북구,중구,59
중랑구,종로구,58
도봉구,용산구,58
서초구,강북구,57
구로구,도봉구,56
강북구,서초구,55
도봉구,서초구,54
종로구,양천구,54
금천구,강북구,52
도봉구,중구,52
양천구,중구,51
중구,도봉구,49
중구,양천구,49
종로구,금천구,48
서초구,도봉구,48
금천구,도봉구,47
중구,금천구,47
구로구,종로구,42
양천구,도봉구,37
금천구,중구,35
금천구,종로구,35
