출발구,도착구,전입자수
중구,강동구,66
중구,구로구,65
중구,중랑구,65
강동구,금천구,64
구로구,중구,63
강동구,강북구,63
도봉구,종로구,61
서초구,도봉구,61
종로구,구로구,60
종로구,중랑구,60
양천구,도봉구,57
도봉구,양천구,57
금천구,강동구,55
서초구,강북구,55
금천구,성북구,55
도봉구,금천구,55
구로구,도봉구,54
도봉구,용산구,53
구로구,강북구,53
강동구,중구,52
종로구,양천구,51
금천구,노원구,51
양천구,중랑구,49
강동구,종로구,49
양천구,중구,49
중랑구,종로구,48
금천구,성동구,47
강동구,도봉구,47
도봉구,중구,47
중구,양천구,45
구로구,종로구,44
용산구,도봉구,44
금천구,용산구,41
양천구,강북구,39
금천구,강북구,38
중구,도봉구,37
중구,금천구,36
종로구,금천구,34
금천구,도봉구,33
금천구,중구,29
금천구,종로구,29
