출발구,도착구,전입자수
성북구,중랑구,413
강남구,용산구,411
서대문구,강서구,406
구로구,동작구,405
동작구,마포구,395
서대문구,관악구,392
동대문구,관악구,391
동작구,송파구,388
관악구,성북구,386
도봉구,성북구,386
강남구,강서구,384
송파구,강서구,383
송파구,성동구,380
노원구,동대문구,379
관악구,강동구,378
송파구,마포구,378
영등포구,강남구,378
노원구,강남구,376
광진구,노원구,376
성북구,종로구,373
관악구,용산구,369
관악구,서대문구,369
성북구,은평구,362
강남구,영등포구,357
성북구,강남구,356
은평구,관악구,353
성동구,중랑구,353
마포구,양천구,343
마포구,서초구,341
강남구,강동구,338
용산구,강남구,326
강서구,강남구,326
동대문구,강남구,322
동작구,광진구,321
서초구,성동구,321
노원구,광진구,320
성동구,관악구,320
동대문구,송파구,320
성북구,광진구,317
서초구,영등포구,316
구로구,마포구,312
관악구,중랑구,311
중구,성동구,310
서초구,마포구,307
성북구,송파구,306
성동구,마포구,305
관악구,동대문구,304
관악구,성동구,303
양천구,마포구,302
광진구,마포구,301
영등포구,서초구,301
광진구,서초구,299
노원구,관악구,299
서초구,용산구,298
송파구,영등포구,296
강북구,중랑구,296
마포구,구로구,295
서대문구,영등포구,294
성북구,성동구,293
용산구,동작구,293
광진구,동작구,292
성동구,서초구,290
영등포구,송파구,289
마포구,동작구,288
성북구,강서구,288
마포구,송파구,288
강서구,동작구,287
강동구,관악구,287
송파구,동대문구,285
중랑구,송파구,285
광진구,강서구,284
강남구,동대문구,282
용산구,서초구,282
동작구,양천구,281
성북구,서초구,280
성북구,동작구,280
노원구,송파구,277
동작구,용산구,276
영등포구,금천구,275
양천구,관악구,274
서대문구,강남구,273
마포구,성북구,271
성북구,영등포구,270
도봉구,중랑구,270
송파구,동작구,267
용산구,관악구,267
종로구,서대문구,265
광진구,성북구,262
강서구,송파구,261
서초구,강서구,259
관악구,노원구,259
중랑구,관악구,258
강동구,서초구,257
성동구,중구,256
성동구,성북구,256
송파구,노원구,254
양천구,강남구,253
송파구,중랑구,253
중랑구,성동구,252
구로구,강남구,251
은평구,강남구,249
용산구,강서구,249
용산구,영등포구,249
강남구,성북구,248
동대문구,영등포구,247
동대문구,마포구,247
강동구,중랑구,246
강북구,관악구,246
금천구,영등포구,244
강서구,은평구,243
중랑구,성북구,243
금천구,강서구,243
동대문구,강북구,241
영등포구,은평구,241
중구,마포구,238
광진구,영등포구,238
중랑구,강남구,237
강남구,노원구,236
강남구,중랑구,236
은평구,영등포구,233
노원구,마포구,233
강서구,서초구,231
동작구,성북구,230
종로구,마포구,229
강동구,강서구,228
강남구,은평구,226
동대문구,은평구,226
종로구,관악구,225
성동구,강서구,223
서대문구,송파구,223
동작구,금천구,223
동작구,은평구,223
용산구,송파구,223
성북구,서대문구,221
동작구,중랑구,220
금천구,동작구,220
용산구,은평구,219
성동구,강동구,218
송파구,성북구,218
노원구,강서구,218
동대문구,강서구,217
서대문구,서초구,217
영등포구,서대문구,217
서초구,광진구,215
은평구,송파구,215
성북구,용산구,213
은평구,성북구,213
성북구,중구,212
강북구,동대문구,211
서대문구,성북구,211
중랑구,도봉구,211
동작구,성동구,210
마포구,광진구,209
양천구,서초구,207
강서구,서대문구,207
동대문구,동작구,207
종로구,은평구,206
은평구,동작구,205
은평구,구로구,205
관악구,강북구,205
중랑구,강동구,204
동대문구,서초구,204
중구,성북구,204
용산구,성북구,203
강동구,동대문구,203
구로구,송파구,201
강동구,노원구,200
강남구,양천구,198
동대문구,강동구,198
종로구,강남구,198
서대문구,용산구,198
동작구,서대문구,196
서대문구,구로구,196
노원구,강동구,196
마포구,성동구,195
성동구,노원구,195
동작구,강동구,193
양천구,동작구,193
종로구,동대문구,193
중구,강남구,191
구로구,서초구,191
광진구,은평구,189
성동구,영등포구,189
성북구,구로구,189
중구,용산구,188
강남구,서대문구,188
용산구,성동구,187
성동구,동작구,187
노원구,은평구,186
은평구,양천구,186
성동구,용산구,186
송파구,구로구,186
동작구,동대문구,186
서대문구,성동구,185
강서구,성북구,184
동작구,노원구,183
강동구,마포구,182
서대문구,동작구,180
강동구,성동구,180
강남구,구로구,179
성북구,강동구,178
송파구,용산구,177
동대문구,도봉구,177
중랑구,강북구,177
영등포구,용산구,176
강북구,강남구,175
강남구,중구,175
영등포구,광진구,174
서대문구,종로구,174
노원구,영등포구,173
강서구,노원구,173
강북구,은평구,172
서초구,구로구,172
동대문구,서대문구,172
동대문구,구로구,171
노원구,동작구,171
중랑구,동작구,170
용산구,서대문구,170
강서구,광진구,170
서초구,강동구,170
마포구,동대문구,169
영등포구,동대문구,167
관악구,중구,166
마포구,노원구,165
중랑구,강서구,165
강서구,강동구,164
노원구,성동구,164
구로구,은평구,163
은평구,용산구,163
강서구,금천구,163
노원구,서초구,163
중구,은평구,163
강북구,강서구,163
은평구,서초구,163
관악구,도봉구,162
은평구,노원구,161
관악구,종로구,161
중구,관악구,161
성동구,은평구,160
영등포구,성북구,160
서초구,성북구,159
송파구,은평구,159
양천구,은평구,158
금천구,양천구,157
광진구,중구,157
은평구,성동구,157
광진구,구로구,157
서대문구,양천구,155
중구,광진구,155
서대문구,동대문구,155
서대문구,광진구,153
용산구,중구,153
광진구,용산구,153
마포구,중랑구,152
은평구,강북구,152
서초구,양천구,152
영등포구,성동구,151
도봉구,관악구,151
강서구,성동구,150
강서구,동대문구,148
강남구,종로구,148
종로구,강북구,148
강북구,송파구,148
강서구,중랑구,147
중구,서초구,147
강북구,광진구,145
양천구,송파구,145
강동구,성북구,145
광진구,강북구,144
도봉구,동대문구,144
도봉구,강남구,144
용산구,구로구,143
종로구,성동구,143
동대문구,종로구,143
은평구,광진구,143
서초구,동대문구,143
서초구,서대문구,143
구로구,광진구,142
동대문구,용산구,142
강동구,영등포구,141
종로구,용산구,140
광진구,서대문구,140
중구,동대문구,140
은평구,종로구,139
마포구,종로구,138
강북구,마포구,137
중랑구,영등포구,137
은평구,동대문구,137
종로구,서초구,136
서초구,은평구,136
송파구,서대문구,136
구로구,서대문구,135
중구,서대문구,135
구로구,용산구,135
용산구,광진구,134
영등포구,강동구,134
도봉구,송파구,133
중랑구,은평구,133
강동구,동작구,133
종로구,영등포구,132
노원구,서대문구,131
강북구,성동구,131
종로구,동작구,131
마포구,중구,131
종로구,중구,131
영등포구,노원구,130
중구,송파구,130
금천구,마포구,130
중랑구,서초구,129
성동구,강북구,127
중랑구,마포구,127
송파구,중구,127
강서구,용산구,127
강동구,은평구,126
광진구,도봉구,126
종로구,강서구,126
도봉구,영등포구,126
영등포구,중랑구,126
서초구,중구,126
도봉구,강서구,125
강남구,강북구,125
도봉구,성동구,124
도봉구,광진구,124
중구,강서구,124
서초구,노원구,123
은평구,중랑구,123
마포구,금천구,123
서대문구,강북구,122
중구,영등포구,120
송파구,양천구,120
구로구,성북구,118
중구,종로구,118
마포구,강동구,118
양천구,서대문구,117
구로구,성동구,117
성동구,구로구,117
동대문구,중구,116
도봉구,마포구,116
성동구,서대문구,116
서초구,중랑구,115
용산구,양천구,115
강동구,강북구,115
구로구,동대문구,114
송파구,강북구,114
노원구,구로구,113
중랑구,구로구,112
광진구,양천구,112
성북구,양천구,111
서대문구,중랑구,111
양천구,노원구,110
강북구,용산구,109
강동구,서대문구,109
중구,동작구,109
구로구,강동구,109
영등포구,종로구,108
양천구,성북구,108
용산구,동대문구,108
서대문구,중구,108
노원구,양천구,108
종로구,노원구,108
동대문구,양천구,107
강북구,동작구,107
성동구,도봉구,106
강북구,영등포구,106
금천구,송파구,106
용산구,강동구,106
서대문구,노원구,105
양천구,강동구,105
도봉구,동작구,105
강서구,강북구,105
용산구,중랑구,103
은평구,강동구,103
은평구,중구,102
강동구,구로구,102
강서구,도봉구,101
구로구,노원구,100
노원구,중구,100
양천구,금천구,100
강동구,양천구,100
서대문구,강동구,99
강북구,서대문구,98
중구,노원구,98
강남구,도봉구,98
성동구,종로구,97
양천구,광진구,97
강북구,서초구,97
용산구,종로구,97
금천구,서초구,97
마포구,강북구,96
종로구,광진구,96
금천구,강남구,96
중구,중랑구,96
양천구,용산구,95
구로구,중랑구,95
은평구,도봉구,95
강동구,도봉구,94
용산구,노원구,94
중랑구,용산구,93
동작구,중구,93
동작구,강북구,93
서초구,종로구,93
송파구,종로구,92
도봉구,구로구,91
도봉구,은평구,91
종로구,송파구,90
강동구,용산구,90
성동구,양천구,89
마포구,도봉구,88
양천구,동대문구,87
용산구,강북구,87
강북구,강동구,87
도봉구,서초구,86
강북구,구로구,86
송파구,도봉구,86
광진구,금천구,85
동작구,종로구,84
양천구,성동구,84
노원구,용산구,82
종로구,중랑구,82
강북구,종로구,82
송파구,금천구,81
금천구,은평구,81
강서구,종로구,79
도봉구,강동구,78
중랑구,서대문구,77
구로구,중구,77
강남구,금천구,77
강서구,중구,77
동작구,도봉구,76
영등포구,도봉구,76
성북구,금천구,76
강북구,양천구,76
서대문구,금천구,75
중구,강북구,75
서초구,금천구,75
서대문구,도봉구,73
중랑구,금천구,72
중구,양천구,72
구로구,도봉구,71
중구,구로구,71
중랑구,양천구,71
강동구,중구,71
영등포구,강북구,71
노원구,종로구,71
도봉구,용산구,70
은평구,금천구,70
강동구,종로구,69
영등포구,중구,69
종로구,구로구,67
양천구,종로구,66
강북구,중구,66
양천구,중구,65
종로구,도봉구,65
금천구,성북구,64
금천구,광진구,64
광진구,종로구,63
도봉구,양천구,63
도봉구,종로구,62
양천구,중랑구,62
용산구,도봉구,62
중랑구,종로구,61
중구,강동구,61
구로구,강북구,61
중랑구,중구,59
금천구,동대문구,59
서초구,강북구,59
노원구,금천구,59
금천구,중랑구,58
금천구,서대문구,58
양천구,도봉구,56
동대문구,금천구,56
도봉구,서대문구,55
종로구,강동구,54
종로구,양천구,53
강북구,금천구,52
금천구,강북구,51
구로구,종로구,51
양천구,강북구,51
금천구,강동구,50
강동구,금천구,50
금천구,노원구,47
용산구,금천구,47
금천구,성동구,47
성동구,금천구,47
서초구,도봉구,46
중구,도봉구,45
금천구,용산구,45
도봉구,중구,42
도봉구,금천구,41
금천구,종로구,27
중구,금천구,25
금천구,도봉구,22
종로구,금천구,21
금천구,중구,17
