출발구,도착구,전입자수
양천구,강남구,1306
광진구,성동구,1299
용산구,동작구,1292
중구,성동구,1285
서초구,강동구,1261
강서구,관악구,1249
성동구,서초구,1244
성동구,중구,1227
노원구,강북구,1226
마포구,서초구,1225
용산구,성동구,1218
중랑구,강동구,1201
동대문구,광진구,1198
영등포구,송파구,1187
노원구,강동구,1180
성북구,종로구,1177
동작구,송파구,1161
강남구,용산구,1161
송파구,관악구,1154
동대문구,노원구,1122
마포구,송파구,1103
영등포구,서초구,1084
동작구,구로구,1076
강서구,송파구,1073
마포구,양천구,1072
동작구,강서구,1069
동대문구,송파구,1057
강동구,광진구,1057
관악구,마포구,1051
관악구,광진구,1049
용산구,중구,1048
성북구,강남구,1044
강서구,은평구,1040
성북구,강동구,1040
강서구,강남구,1038
영등포구,금천구,1036
관악구,양천구,1033
성북구,중랑구,1020
동작구,강동구,1017
노원구,동대문구,1017
용산구,은평구,1014
종로구,서대문구,1007
도봉구,성북구,1003
강남구,영등포구,996
서초구,용산구,989
강남구,마포구,987
은평구,강서구,985
송파구,성동구,984
영등포구,강동구,978
용산구,영등포구,974
동대문구,강남구,974
노원구,송파구,951
강서구,동작구,943
마포구,관악구,942
서초구,영등포구,937
강서구,강동구,936
마포구,강동구,929
관악구,은평구,917
노원구,강남구,914
양천구,마포구,900
성동구,중랑구,897
성북구,송파구,894
서대문구,강남구,893
송파구,동작구,893
중랑구,성북구,875
동작구,금천구,873
성동구,성북구,870
서초구,성동구,867
서대문구,강서구,867
서대문구,종로구,866
강남구,동대문구,844
금천구,영등포구,839
구로구,동작구,838
강남구,강서구,835
서초구,마포구,833
송파구,영등포구,828
성북구,관악구,820
성북구,성동구,820
송파구,강서구,817
동작구,용산구,814
동작구,양천구,813
중랑구,송파구,802
은평구,강동구,801
용산구,송파구,797
광진구,관악구,796
송파구,마포구,795
송파구,동대문구,793
용산구,성북구,786
서대문구,영등포구,785
용산구,관악구,783
성북구,마포구,781
서대문구,관악구,779
마포구,동작구,777
용산구,서대문구,770
양천구,관악구,764
광진구,노원구,762
동작구,마포구,757
강남구,성북구,748
성북구,은평구,745
강동구,중랑구,744
동대문구,강북구,744
노원구,광진구,739
관악구,중랑구,736
서대문구,송파구,736
송파구,중랑구,734
은평구,영등포구,733
영등포구,용산구,730
종로구,은평구,730
영등포구,은평구,726
은평구,관악구,722
중구,강남구,721
송파구,성북구,719
강동구,동대문구,714
중구,성북구,709
양천구,송파구,698
동대문구,관악구,693
양천구,서초구,691
강서구,서초구,688
광진구,서초구,686
종로구,강남구,685
중구,마포구,684
중구,동대문구,681
관악구,성북구,679
동대문구,도봉구,679
금천구,동작구,679
용산구,강서구,670
강동구,성동구,669
은평구,송파구,667
서대문구,서초구,667
은평구,강남구,665
서초구,강서구,664
마포구,성동구,662
강서구,서대문구,660
송파구,노원구,653
관악구,동대문구,651
서대문구,양천구,651
도봉구,중랑구,648
동대문구,영등포구,645
강남구,중구,645
강남구,서대문구,644
금천구,강서구,643
성북구,광진구,641
관악구,서대문구,633
관악구,성동구,632
영등포구,서대문구,627
성동구,용산구,627
관악구,용산구,623
마포구,성북구,622
은평구,성북구,621
강남구,중랑구,620
강서구,금천구,618
성북구,강서구,611
성북구,서초구,610
종로구,동대문구,609
양천구,은평구,607
서대문구,성북구,605
중랑구,강남구,605
양천구,동작구,603
은평구,양천구,602
동작구,은평구,599
중랑구,도봉구,595
강동구,관악구,594
강동구,노원구,588
중구,용산구,588
노원구,관악구,587
강남구,노원구,586
마포구,구로구,583
광진구,동작구,582
구로구,강남구,579
강북구,동대문구,577
용산구,동대문구,576
마포구,중구,576
구로구,강동구,575
마포구,동대문구,574
성북구,동작구,573
서초구,광진구,572
구로구,송파구,572
서대문구,용산구,571
종로구,마포구,569
동작구,광진구,568
강동구,서초구,568
성북구,서대문구,566
용산구,종로구,561
동대문구,서초구,556
구로구,마포구,554
강북구,중랑구,550
광진구,영등포구,547
송파구,용산구,545
종로구,중구,545
강동구,강서구,542
노원구,강서구,542
은평구,종로구,540
광진구,성북구,540
광진구,마포구,539
관악구,노원구,539
성동구,마포구,536
양천구,강동구,536
성북구,영등포구,536
중랑구,관악구,535
동대문구,마포구,534
중구,종로구,531
서대문구,강동구,531
강남구,양천구,531
강남구,은평구,530
영등포구,성동구,530
강남구,종로구,528
동작구,동대문구,527
은평구,동작구,526
용산구,강동구,525
중랑구,성동구,523
성동구,영등포구,523
성북구,중구,522
중랑구,강북구,522
노원구,성동구,519
성동구,관악구,517
서대문구,동작구,514
강서구,용산구,512
동대문구,중구,511
광진구,강서구,511
성북구,용산구,509
성동구,동작구,509
송파구,은평구,502
영등포구,동대문구,501
강서구,성북구,501
서초구,성북구,500
동작구,성북구,499
동대문구,종로구,496
동대문구,은평구,495
성동구,노원구,495
동작구,노원구,495
영등포구,성북구,493
마포구,종로구,492
마포구,광진구,491
강서구,동대문구,489
도봉구,강동구,487
중구,서초구,484
송파구,서대문구,483
은평구,동대문구,483
노원구,동작구,479
강서구,노원구,478
금천구,양천구,476
동대문구,강서구,474
서초구,서대문구,468
강동구,동작구,466
서초구,동대문구,465
강동구,마포구,465
서대문구,성동구,465
노원구,마포구,463
동작구,중랑구,462
양천구,서대문구,459
용산구,광진구,458
동작구,서대문구,452
서초구,중구,451
동대문구,동작구,450
은평구,구로구,448
강남구,구로구,447
강북구,관악구,447
강동구,영등포구,446
중랑구,강서구,446
도봉구,동대문구,445
강동구,성북구,443
강서구,광진구,442
동작구,성동구,436
중구,송파구,434
용산구,중랑구,433
용산구,양천구,431
은평구,성동구,430
서대문구,동대문구,430
성동구,서대문구,430
종로구,서초구,429
용산구,노원구,429
은평구,노원구,427
영등포구,광진구,426
은평구,서초구,420
구로구,은평구,419
관악구,강북구,419
성동구,강서구,415
노원구,영등포구,415
종로구,강북구,411
강서구,성동구,411
성동구,은평구,410
중구,서대문구,407
구로구,서초구,406
송파구,구로구,405
송파구,양천구,405
강서구,중랑구,403
노원구,서초구,401
도봉구,송파구,400
종로구,용산구,400
서대문구,중구,399
마포구,노원구,390
은평구,강북구,388
관악구,종로구,387
종로구,송파구,385
강북구,강동구,384
성북구,양천구,383
용산구,구로구,383
양천구,금천구,382
서초구,은평구,382
중구,영등포구,381
용산구,강북구,379
금천구,송파구,379
은평구,용산구,377
중구,강동구,377
광진구,은평구,375
서초구,종로구,375
동대문구,양천구,373
종로구,영등포구,372
강북구,송파구,371
노원구,은평구,369
은평구,중랑구,368
동대문구,서대문구,363
양천구,용산구,361
서초구,양천구,359
도봉구,관악구,359
송파구,중구,358
서초구,구로구,358
중랑구,영등포구,355
영등포구,노원구,354
금천구,강남구,354
중랑구,동작구,353
중랑구,은평구,352
은평구,광진구,352
서초구,중랑구,351
서대문구,구로구,351
영등포구,중구,351
성동구,종로구,349
강동구,은평구,349
관악구,도봉구,349
송파구,강북구,349
강북구,강남구,348
중랑구,마포구,347
강북구,광진구,345
종로구,성동구,345
양천구,성북구,340
성동구,강북구,339
송파구,종로구,338
중구,은평구,337
서대문구,광진구,336
노원구,서대문구,336
서초구,노원구,333
광진구,도봉구,332
동대문구,용산구,331
강북구,은평구,330
광진구,서대문구,329
광진구,강북구,328
종로구,관악구,328
성북구,구로구,327
광진구,구로구,323
강동구,서대문구,322
구로구,성북구,321
구로구,서대문구,321
광진구,중구,321
광진구,용산구,319
동대문구,구로구,319
강북구,강서구,317
서대문구,노원구,317
강북구,종로구,316
도봉구,강남구,314
금천구,강동구,312
은평구,중구,311
은평구,금천구,309
중구,광진구,309
금천구,마포구,306
중구,동작구,304
송파구,도봉구,303
강남구,강북구,302
중구,관악구,302
양천구,동대문구,300
마포구,중랑구,300
강남구,도봉구,299
중구,노원구,299
영등포구,중랑구,298
강북구,마포구,297
양천구,노원구,297
관악구,중구,296
구로구,동대문구,294
서대문구,중랑구,293
도봉구,광진구,293
강북구,성동구,293
동작구,종로구,288
마포구,금천구,287
도봉구,강서구,286
구로구,용산구,284
마포구,강북구,282
금천구,서초구,282
중랑구,서초구,281
종로구,노원구,279
노원구,종로구,279
영등포구,종로구,278
동작구,강북구,277
종로구,강동구,277
강서구,종로구,275
노원구,중구,275
강남구,금천구,274
강서구,도봉구,273
성동구,양천구,273
강서구,중구,272
양천구,광진구,270
성동구,도봉구,269
강서구,강북구,267
노원구,구로구,264
중구,강북구,264
구로구,광진구,263
강동구,구로구,263
은평구,도봉구,262
구로구,성동구,260
도봉구,성동구,259
강동구,용산구,258
도봉구,은평구,258
중랑구,구로구,257
송파구,금천구,255
서초구,금천구,254
양천구,성동구,253
강북구,영등포구,253
종로구,강서구,253
서대문구,강북구,249
마포구,도봉구,248
중구,강서구,246
광진구,양천구,245
동작구,도봉구,241
도봉구,동작구,237
종로구,동작구,237
도봉구,마포구,236
동작구,중구,236
중구,중랑구,236
노원구,용산구,236
종로구,도봉구,235
강동구,도봉구,235
강동구,양천구,235
강동구,중구,235
서대문구,금천구,234
노원구,양천구,233
종로구,광진구,233
종로구,중랑구,232
금천구,은평구,232
도봉구,서초구,231
구로구,중랑구,230
구로구,노원구,229
강북구,서대문구,228
강북구,동작구,222
도봉구,영등포구,220
영등포구,강북구,217
용산구,도봉구,215
강동구,강북구,213
종로구,양천구,212
영등포구,도봉구,211
강동구,종로구,205
중랑구,중구,204
금천구,중랑구,198
성동구,구로구,196
강북구,구로구,195
광진구,금천구,195
중랑구,서대문구,194
금천구,광진구,194
서초구,도봉구,191
강북구,중구,191
금천구,성북구,187
구로구,강북구,187
동대문구,금천구,187
강북구,서초구,186
서대문구,도봉구,185
강동구,금천구,185
성북구,금천구,183
양천구,종로구,182
중랑구,종로구,179
용산구,금천구,178
광진구,종로구,177
금천구,동대문구,176
금천구,서대문구,175
노원구,금천구,173
중랑구,양천구,173
중랑구,용산구,171
중구,양천구,170
도봉구,용산구,168
중랑구,금천구,165
서초구,강북구,165
양천구,강북구,164
양천구,중랑구,164
강북구,용산구,163
중구,도봉구,162
도봉구,종로구,161
구로구,도봉구,160
도봉구,구로구,158
금천구,용산구,157
구로구,중구,156
종로구,구로구,155
양천구,중구,154
도봉구,서대문구,153
금천구,노원구,153
강북구,양천구,152
구로구,종로구,150
강북구,금천구,149
중구,구로구,133
도봉구,양천구,125
도봉구,중구,124
금천구,성동구,123
성동구,금천구,123
도봉구,금천구,119
양천구,도봉구,116
종로구,금천구,105
금천구,강북구,97
금천구,종로구,92
금천구,도봉구,88
금천구,중구,87
중구,금천구,69
