출발구,도착구,전입자수
중구,성북구,697
용산구,성북구,696
용산구,관악구,695
은평구,영등포구,689
도봉구,동대문구,683
광진구,마포구,679
광진구,성북구,678
중구,서초구,678
강남구,서대문구,676
서대문구,영등포구,675
금천구,동작구,673
관악구,중랑구,671
중구,동대문구,671
서대문구,성북구,670
은평구,양천구,670
서대문구,관악구,668
용산구,서대문구,667
강남구,양천구,661
동대문구,관악구,661
양천구,은평구,661
서대문구,송파구,660
서초구,강동구,659
강동구,성동구,659
중랑구,강서구,656
강서구,서대문구,655
용산구,송파구,654
관악구,서대문구,653
강북구,강남구,651
관악구,노원구,648
성동구,은평구,647
강동구,관악구,644
중랑구,강북구,643
동대문구,마포구,641
서대문구,서초구,639
송파구,은평구,634
성북구,중구,634
광진구,동작구,632
은평구,구로구,630
송파구,용산구,626
노원구,관악구,624
서초구,광진구,624
종로구,중구,624
양천구,송파구,622
성동구,관악구,620
동대문구,서초구,619
구로구,송파구,614
노원구,은평구,613
성북구,용산구,612
성북구,동작구,610
관악구,동대문구,608
강북구,은평구,608
동작구,광진구,604
성북구,영등포구,602
동작구,성동구,595
종로구,강북구,592
서초구,성북구,590
마포구,중구,589
서대문구,용산구,587
강북구,강서구,586
은평구,용산구,586
금천구,양천구,584
서대문구,양천구,583
영등포구,서대문구,582
관악구,성동구,580
강남구,종로구,576
강남구,구로구,575
송파구,구로구,569
동대문구,강서구,569
동작구,은평구,567
도봉구,강남구,562
동대문구,은평구,562
동작구,성북구,558
종로구,성동구,558
서초구,구로구,555
중구,서대문구,554
중구,은평구,544
은평구,노원구,537
은평구,성동구,537
성동구,동작구,536
마포구,성동구,535
노원구,동작구,534
중랑구,관악구,534
서초구,동대문구,532
동작구,노원구,529
성북구,강동구,528
동작구,강동구,524
강서구,성북구,522
종로구,서초구,520
서초구,양천구,520
광진구,은평구,518
중구,종로구,517
은평구,동작구,517
성동구,강북구,516
마포구,동대문구,513
강동구,성북구,512
강북구,관악구,512
영등포구,성동구,512
강서구,노원구,510
동대문구,영등포구,510
동대문구,종로구,507
종로구,용산구,506
서초구,서대문구,504
용산구,구로구,504
마포구,종로구,501
동작구,중랑구,497
서초구,은평구,495
중랑구,서초구,495
은평구,중랑구,493
강북구,송파구,492
성북구,구로구,485
용산구,종로구,484
광진구,영등포구,484
강동구,마포구,484
강서구,동대문구,482
구로구,은평구,481
동작구,동대문구,480
서초구,노원구,477
마포구,광진구,477
송파구,서대문구,477
서대문구,구로구,477
용산구,양천구,475
서대문구,중구,473
은평구,강북구,472
송파구,양천구,471
강북구,성동구,470
도봉구,송파구,467
노원구,영등포구,466
강서구,용산구,465
성북구,양천구,463
도봉구,강서구,462
성동구,영등포구,462
동작구,서대문구,462
영등포구,성북구,461
강서구,금천구,461
양천구,서대문구,461
은평구,동대문구,457
서초구,종로구,455
마포구,노원구,454
강남구,강북구,454
노원구,구로구,450
서초구,중구,449
강서구,강동구,448
영등포구,동대문구,446
관악구,강북구,444
서대문구,동대문구,444
동대문구,동작구,444
중구,송파구,441
서대문구,동작구,440
마포구,중랑구,435
광진구,강북구,434
용산구,동대문구,434
성동구,서대문구,429
도봉구,성동구,427
서대문구,성동구,427
동대문구,중구,423
동대문구,서대문구,423
은평구,광진구,421
양천구,금천구,417
노원구,서대문구,417
동대문구,구로구,417
강서구,성동구,416
강남구,도봉구,416
광진구,중구,413
강북구,광진구,411
노원구,용산구,411
영등포구,노원구,410
중랑구,은평구,410
종로구,강서구,410
송파구,중구,410
성동구,도봉구,410
영등포구,강동구,410
용산구,노원구,409
강서구,중랑구,406
광진구,도봉구,405
서초구,중랑구,404
용산구,광진구,404
강동구,은평구,403
도봉구,은평구,401
강북구,종로구,401
도봉구,광진구,401
송파구,강북구,400
중구,광진구,399
도봉구,마포구,396
강북구,마포구,396
중랑구,동작구,396
광진구,구로구,392
광진구,용산구,391
강동구,동작구,389
강북구,서초구,388
서대문구,노원구,387
양천구,용산구,387
영등포구,광진구,387
도봉구,서초구,384
종로구,영등포구,383
노원구,양천구,382
양천구,성북구,381
성동구,구로구,379
동대문구,용산구,378
강서구,광진구,375
종로구,노원구,374
성동구,양천구,374
용산구,중랑구,372
중랑구,구로구,368
노원구,종로구,368
마포구,강동구,367
도봉구,관악구,366
은평구,강동구,365
강동구,강북구,363
송파구,종로구,363
광진구,양천구,361
종로구,관악구,360
중랑구,마포구,360
금천구,강남구,358
중구,관악구,358
관악구,종로구,358
종로구,송파구,357
중구,노원구,356
구로구,용산구,356
구로구,노원구,355
중구,중랑구,355
서대문구,광진구,355
구로구,광진구,353
광진구,서대문구,353
용산구,강북구,353
송파구,도봉구,352
금천구,서초구,351
서대문구,강북구,351
관악구,도봉구,349
구로구,성북구,349
강동구,영등포구,349
영등포구,중랑구,346
중구,강서구,346
마포구,강북구,345
구로구,서대문구,343
은평구,중구,342
성동구,종로구,340
서대문구,중랑구,340
강동구,도봉구,339
은평구,도봉구,338
관악구,중구,332
양천구,노원구,331
구로구,강동구,331
중구,영등포구,329
중랑구,영등포구,327
금천구,마포구,322
동대문구,양천구,322
양천구,강동구,322
강북구,강동구,320
강동구,양천구,320
영등포구,종로구,319
강북구,서대문구,319
도봉구,강동구,317
구로구,성동구,314
중구,강북구,310
서대문구,강동구,307
강서구,강북구,306
중랑구,용산구,302
동작구,강북구,301
강북구,영등포구,299
강서구,도봉구,298
강북구,용산구,297
용산구,강동구,296
강북구,동작구,296
구로구,동대문구,295
노원구,중구,293
강동구,용산구,291
강동구,구로구,289
종로구,중랑구,288
구로구,중랑구,286
도봉구,종로구,284
도봉구,동작구,283
양천구,성동구,283
금천구,송파구,283
중구,동작구,282
종로구,동작구,280
양천구,광진구,275
마포구,금천구,274
강북구,구로구,273
강동구,서대문구,273
양천구,동대문구,271
도봉구,용산구,270
강북구,중구,270
종로구,구로구,270
동작구,도봉구,269
서초구,강북구,267
마포구,도봉구,266
강남구,금천구,264
도봉구,영등포구,263
중랑구,양천구,260
영등포구,중구,257
강북구,양천구,256
서대문구,도봉구,254
동작구,종로구,254
강서구,종로구,253
도봉구,구로구,253
서초구,금천구,248
종로구,도봉구,247
양천구,종로구,246
동작구,중구,246
종로구,광진구,245
서초구,도봉구,244
용산구,도봉구,243
금천구,은평구,239
양천구,중랑구,239
중랑구,종로구,236
중랑구,서대문구,235
송파구,금천구,233
은평구,금천구,232
중구,구로구,232
중구,도봉구,232
영등포구,강북구,230
광진구,종로구,228
강동구,중구,227
중랑구,중구,226
도봉구,서대문구,218
종로구,양천구,211
구로구,중구,205
성북구,금천구,201
도봉구,양천구,201
강동구,종로구,200
영등포구,도봉구,200
도봉구,중구,199
구로구,강북구,198
강서구,중구,196
양천구,도봉구,192
중구,강동구,186
중구,양천구,180
구로구,종로구,179
양천구,중구,178
양천구,강북구,175
종로구,강동구,173
구로구,도봉구,171
노원구,금천구,169
금천구,서대문구,168
광진구,금천구,163
중랑구,금천구,160
금천구,중랑구,160
서대문구,금천구,159
금천구,성북구,155
용산구,금천구,151
금천구,노원구,148
동대문구,금천구,144
강동구,금천구,144
금천구,용산구,142
금천구,광진구,142
금천구,성동구,136
금천구,동대문구,135
금천구,강동구,132
도봉구,금천구,127
성동구,금천구,126
금천구,강북구,117
강북구,금천구,115
금천구,도봉구,95
종로구,금천구,81
금천구,종로구,78
금천구,중구,58
중구,금천구,54
